,name,followers
93,Supplier 75482,10.0
94,Supplier 75434,10.0
95,Supplier 74660,10.0
96,Supplier 73593,10.0
97,Supplier 73575,10.0
98,Supplier 73487,10.0
99,Supplier 73431,10.0
100,Supplier 72867,10.0
101,Supplier 72631,10.0
102,Supplier 72315,10.0
103,Supplier 72157,10.0
104,Supplier 71597,10.0
105,Supplier 71349,10.0
106,Supplier 71339,10.0
107,Supplier 70892,10.0
108,Supplier 70869,10.0
109,Supplier 69229,10.0
110,Supplier 69142,10.0
111,Supplier 69003,10.0
112,Supplier 68814,10.0
113,Supplier 68800,10.0
114,Supplier 68562,10.0
115,Supplier 68498,10.0
116,Supplier 68177,10.0
117,Supplier 68120,10.0
118,Supplier 68081,10.0
119,Supplier 67421,10.0
120,Supplier 67411,10.0
121,Supplier 67018,10.0
122,Supplier 66206,10.0
123,Supplier 65285,10.0
124,Supplier 65204,10.0
125,Supplier 64604,10.0
126,Supplier 64580,10.0
127,Supplier 64251,10.0
128,Supplier 63322,10.0
129,Supplier 63319,10.0
130,Supplier 63113,10.0
131,Supplier 61874,10.0
132,Supplier 61603,10.0
133,Supplier 61570,10.0
134,Supplier 61433,10.0
135,Supplier 60591,10.0
136,Supplier 60393,10.0
137,Supplier 60009,10.0
138,Supplier 59027,10.0
139,Supplier 59005,10.0
140,Supplier 58914,10.0
141,Supplier 58421,10.0
142,Supplier 58199,10.0
143,Supplier 58047,10.0
144,Supplier 57453,10.0
145,Supplier 57265,10.0
146,Supplier 57113,10.0
147,Supplier 56429,10.0
148,Supplier 56382,10.0
149,Supplier 55714,10.0
150,Supplier 55648,10.0
151,Supplier 55515,10.0
152,Supplier 54953,10.0
153,Supplier 54218,10.0
154,Supplier 53699,10.0
155,Supplier 52578,10.0
156,Supplier 52544,10.0
157,Supplier 52130,10.0
158,Supplier 51207,10.0
159,Supplier 50099,10.0
160,Supplier 49681,10.0
161,Supplier 48251,10.0
162,Supplier 47804,10.0
163,Supplier 47789,10.0
164,Supplier 47339,10.0
165,Supplier 47093,10.0
166,Supplier 47070,10.0
167,Supplier 47017,10.0
168,Supplier 46995,10.0
169,Supplier 46676,10.0
170,Supplier 46615,10.0
171,Supplier 46070,10.0
172,Supplier 45056,10.0
173,Supplier 44351,10.0
174,Supplier 42191,10.0
175,Supplier 42118,10.0
176,Supplier 42065,10.0
177,Supplier 41898,10.0
178,Supplier 41542,10.0
179,Supplier 41112,10.0
180,Supplier 41099,10.0
181,Supplier 40898,10.0
182,Supplier 40868,10.0
183,Supplier 40125,10.0
184,Supplier 39402,10.0
185,Supplier 39180,10.0
186,Supplier 38957,10.0
187,Supplier 38461,10.0
188,Supplier 38265,10.0
189,Supplier 36417,10.0
190,Supplier 36243,10.0
191,Supplier 35703,10.0
192,Supplier 35340,10.0
193,Supplier 34582,10.0
194,Supplier 34258,10.0
195,Supplier 33368,10.0
196,Supplier 33037,10.0
197,Supplier 32829,10.0
198,Supplier 31934,10.0
199,Supplier 31532,10.0
200,Supplier 30890,10.0
201,Supplier 30764,10.0
202,Supplier 29946,10.0
203,Supplier 29604,10.0
204,Supplier 29196,10.0
205,Supplier 29185,10.0
206,Supplier 28515,10.0
207,Supplier 27988,10.0
208,Supplier 27896,10.0
209,Supplier 27880,10.0
210,Supplier 27813,10.0
211,Supplier 27107,10.0
212,Supplier 26090,10.0
213,Supplier 25648,10.0
214,Supplier 25563,10.0
215,Supplier 25123,10.0
216,Supplier 24741,10.0
217,Supplier 24646,10.0
218,Supplier 24401,10.0
219,Supplier 23557,10.0
220,Supplier 23083,10.0
221,Supplier 22560,10.0
222,Supplier 21726,10.0
223,Supplier 21602,10.0
224,Supplier 21166,10.0
225,Supplier 19974,10.0
226,Supplier 19072,10.0
227,Supplier 18997,10.0
228,Supplier 18262,10.0
229,Supplier 18141,10.0
230,Supplier 17977,10.0
231,Supplier 16601,10.0
232,Supplier 16082,10.0
233,Supplier 14522,10.0
234,Supplier 13901,10.0
235,Supplier 13889,10.0
236,Supplier 13569,10.0
237,Supplier 13540,10.0
238,Supplier 13355,10.0
239,Supplier 12748,10.0
240,Supplier 12548,10.0
241,Supplier 12547,10.0
242,Supplier 12435,10.0
243,Supplier 12179,10.0
244,Supplier 12116,10.0
245,Supplier 11770,10.0
246,Supplier 11513,10.0
247,Supplier 10797,10.0
248,Supplier 10753,10.0
249,Supplier 10731,10.0
