,From_Node_ID,To_Node_ID,order/service
57,406,144,"[{'ExtServ_id': 8780, 'placed_when': '1988-05-04', 'actual_date': '1988-05-16', 'expected_date': '1988-05-25', 'quota': 35.28, 'status': 'Processed'}, {'ExtServ_id': 4946, 'placed_when': '2005-03-09', 'actual_date': '2005-03-28', 'expected_date': '2005-03-27', 'quota': 3366.25, 'status': 'Pending'}]"
58,363,96,[]
59,559,117,"[{'ExtServ_id': 7987, 'placed_when': '1986-02-06', 'actual_date': '1986-02-17', 'expected_date': '1986-03-05', 'quota': 5.79, 'status': 'Processed'}]"
60,527,17,[]
61,414,142,"[{'ExtServ_id': 3177, 'placed_when': '2008-12-11', 'actual_date': '2008-12-22', 'expected_date': '2008-12-30', 'quota': 765.35, 'status': 'Processed'}]"
62,465,36,"[{'ExtServ_id': 8343, 'placed_when': '2016-12-26', 'actual_date': '2017-01-15', 'expected_date': '2017-01-07', 'quota': 733.4, 'status': 'Pending'}]"
63,433,34,"[{'ExtServ_id': 8312, 'placed_when': '2004-10-17', 'actual_date': '2004-11-01', 'expected_date': '2004-11-08', 'quota': 194.86, 'status': 'Processed'}, {'ExtServ_id': 1745, 'placed_when': '1983-04-21', 'actual_date': '1983-05-03', 'expected_date': '1983-05-17', 'quota': 1.6, 'status': 'Processed'}]"
64,580,104,"[{'ExtServ_id': 1623, 'placed_when': '1998-10-13', 'actual_date': '1998-11-02', 'expected_date': '1998-10-24', 'quota': 435.91, 'status': 'Pending'}]"
65,462,80,"[{'ExtServ_id': 1044, 'placed_when': '2018-10-09', 'actual_date': '2018-10-23', 'expected_date': '2018-10-24', 'quota': 9.59, 'status': 'Processed'}]"
66,356,126,[]
67,389,115,"[{'ExtServ_id': 2021, 'placed_when': '1987-03-28', 'actual_date': '1987-04-18', 'expected_date': '1987-04-19', 'quota': 73.87, 'status': 'Processed'}]"
68,375,126,"[{'ExtServ_id': 8949, 'placed_when': '1979-11-23', 'actual_date': '1979-12-12', 'expected_date': '1979-12-04', 'quota': 2424.51, 'status': 'Pending'}]"
69,372,70,"[{'ExtServ_id': 1076, 'placed_when': '2007-10-20', 'actual_date': '2007-11-15', 'expected_date': '2007-11-10', 'quota': 90.48, 'status': 'Pending'}, {'ExtServ_id': 8355, 'placed_when': '1988-09-17', 'actual_date': '1988-10-13', 'expected_date': '1988-10-06', 'quota': 3.93, 'status': 'Pending'}]"
70,488,88,"[{'ExtServ_id': 4942, 'placed_when': '1970-09-08', 'actual_date': '1970-09-22', 'expected_date': '1970-09-28', 'quota': 1.84, 'status': 'Processed'}, {'ExtServ_id': 3020, 'placed_when': '1977-08-17', 'actual_date': '1977-08-27', 'expected_date': '1977-09-01', 'quota': 44.24, 'status': 'Processed'}, {'ExtServ_id': 7612, 'placed_when': '1984-09-11', 'actual_date': '1984-10-07', 'expected_date': '1984-10-10', 'quota': 21.18, 'status': 'Processed'}]"
71,468,53,"[{'ExtServ_id': 3220, 'placed_when': '2015-07-21', 'actual_date': '2015-08-13', 'expected_date': '2015-08-03', 'quota': 1771.78, 'status': 'Pending'}, {'ExtServ_id': 7057, 'placed_when': '2002-09-01', 'actual_date': '2002-09-28', 'expected_date': '2002-09-21', 'quota': 695.33, 'status': 'Pending'}, {'ExtServ_id': 7811, 'placed_when': '2002-11-22', 'actual_date': '2002-12-22', 'expected_date': '2002-12-13', 'quota': 7972.81, 'status': 'Pending'}]"
72,593,82,"[{'ExtServ_id': 2195, 'placed_when': '2015-05-28', 'actual_date': '2015-06-22', 'expected_date': '2015-06-07', 'quota': 887.39, 'status': 'Pending'}, {'ExtServ_id': 2325, 'placed_when': '2003-06-12', 'actual_date': '2003-07-10', 'expected_date': '2003-06-26', 'quota': 573.85, 'status': 'Pending'}]"
73,348,124,"[{'ExtServ_id': 5121, 'placed_when': '2004-01-30', 'actual_date': '2004-02-17', 'expected_date': '2004-02-11', 'quota': 3792.7, 'status': 'Pending'}]"
74,379,95,[]
75,424,130,"[{'ExtServ_id': 6296, 'placed_when': '2013-03-12', 'actual_date': '2013-03-28', 'expected_date': '2013-04-07', 'quota': 9734.6, 'status': 'Processed'}]"
76,540,149,"[{'ExtServ_id': 7902, 'placed_when': '1971-06-29', 'actual_date': '1971-07-13', 'expected_date': '1971-07-21', 'quota': 89.83, 'status': 'Processed'}]"
77,404,2,"[{'ExtServ_id': 8347, 'placed_when': '2013-12-11', 'actual_date': '2013-12-24', 'expected_date': '2014-01-09', 'quota': 8194.16, 'status': 'Processed'}]"
78,508,30,"[{'ExtServ_id': 9860, 'placed_when': '1971-09-10', 'actual_date': '1971-10-04', 'expected_date': '1971-10-02', 'quota': 2.93, 'status': 'Pending'}, {'ExtServ_id': 7793, 'placed_when': '1975-12-08', 'actual_date': '1975-12-30', 'expected_date': '1975-12-20', 'quota': 5727.37, 'status': 'Pending'}]"
79,508,2,"[{'ExtServ_id': 6378, 'placed_when': '2021-10-14', 'actual_date': '2021-10-28', 'expected_date': '2021-11-05', 'quota': 87.64, 'status': 'Processed'}]"
80,546,101,"[{'ExtServ_id': 7866, 'placed_when': '2004-02-10', 'actual_date': '2004-02-29', 'expected_date': '2004-03-11', 'quota': 5.87, 'status': 'Processed'}, {'ExtServ_id': 3024, 'placed_when': '2013-06-22', 'actual_date': '2013-07-17', 'expected_date': '2013-07-08', 'quota': 1646.6, 'status': 'Pending'}]"
81,397,147,"[{'ExtServ_id': 8395, 'placed_when': '1973-02-04', 'actual_date': '1973-02-28', 'expected_date': '1973-02-15', 'quota': 53.95, 'status': 'Pending'}]"
82,347,85,[]
83,406,64,"[{'ExtServ_id': 3400, 'placed_when': '2014-09-22', 'actual_date': '2014-10-04', 'expected_date': '2014-10-14', 'quota': 641.29, 'status': 'Processed'}, {'ExtServ_id': 9783, 'placed_when': '2005-08-23', 'actual_date': '2005-09-07', 'expected_date': '2005-09-22', 'quota': 673.59, 'status': 'Processed'}]"
84,426,147,"[{'ExtServ_id': 2662, 'placed_when': '2021-08-21', 'actual_date': '2021-09-19', 'expected_date': '2021-09-04', 'quota': 1.64, 'status': 'Pending'}]"
85,435,39,"[{'ExtServ_id': 3854, 'placed_when': '1987-10-09', 'actual_date': '1987-11-07', 'expected_date': '1987-11-03', 'quota': 376.64, 'status': 'Pending'}]"
86,430,117,"[{'ExtServ_id': 7062, 'placed_when': '1988-12-30', 'actual_date': '1989-01-24', 'expected_date': '1989-01-28', 'quota': 6720.65, 'status': 'Processed'}]"
87,546,134,"[{'ExtServ_id': 3513, 'placed_when': '2013-05-21', 'actual_date': '2013-06-11', 'expected_date': '2013-06-15', 'quota': 2.28, 'status': 'Processed'}, {'ExtServ_id': 1162, 'placed_when': '1977-06-06', 'actual_date': '1977-07-06', 'expected_date': '1977-06-28', 'quota': 3.2, 'status': 'Pending'}]"
88,424,37,[]
89,513,42,[]
90,459,59,"[{'ExtServ_id': 7605, 'placed_when': '1970-02-09', 'actual_date': '1970-02-27', 'expected_date': '1970-03-03', 'quota': 463.56, 'status': 'Processed'}]"
91,319,95,[]
92,471,14,"[{'ExtServ_id': 8011, 'placed_when': '2019-07-09', 'actual_date': '2019-08-01', 'expected_date': '2019-07-29', 'quota': 15.38, 'status': 'Pending'}]"
93,411,126,"[{'ExtServ_id': 4931, 'placed_when': '2017-08-26', 'actual_date': '2017-09-13', 'expected_date': '2017-09-12', 'quota': 60.61, 'status': 'Pending'}]"
94,424,113,[]
95,559,119,"[{'ExtServ_id': 9526, 'placed_when': '2007-04-19', 'actual_date': '2007-04-30', 'expected_date': '2007-05-04', 'quota': 251.93, 'status': 'Processed'}, {'ExtServ_id': 6385, 'placed_when': '1997-03-09', 'actual_date': '1997-03-23', 'expected_date': '1997-03-22', 'quota': 123.29, 'status': 'Pending'}, {'ExtServ_id': 9363, 'placed_when': '1987-10-30', 'actual_date': '1987-11-11', 'expected_date': '1987-11-17', 'quota': 18.34, 'status': 'Processed'}, {'ExtServ_id': 8176, 'placed_when': '1993-08-06', 'actual_date': '1993-09-05', 'expected_date': '1993-09-03', 'quota': 9043.23, 'status': 'Pending'}]"
96,527,35,[]
97,458,110,"[{'ExtServ_id': 2634, 'placed_when': '1987-06-11', 'actual_date': '1987-06-22', 'expected_date': '1987-06-26', 'quota': 4.68, 'status': 'Processed'}]"
98,330,39,"[{'ExtServ_id': 3132, 'placed_when': '1985-12-01', 'actual_date': '1985-12-29', 'expected_date': '1985-12-19', 'quota': 37.64, 'status': 'Pending'}]"
99,559,113,[]
100,419,459,"[{'IntServ_id': 2070, 'placed_when': '2002-01-30', 'actual_date': '2002-02-13', 'expected_date': '2002-02-18', 'quota': 76.51, 'status': 'Processed'}, {'IntServ_id': 8364, 'placed_when': '1985-07-16', 'actual_date': '1985-07-26', 'expected_date': '1985-08-10', 'quota': 56.43, 'status': 'Processed'}]"
101,474,593,"[{'IntServ_id': 1165, 'placed_when': '2000-08-31', 'actual_date': '2000-09-11', 'expected_date': '2000-09-24', 'quota': 1248.57, 'status': 'Processed'}]"
102,553,546,"[{'IntServ_id': 4897, 'placed_when': '2009-04-16', 'actual_date': '2009-05-14', 'expected_date': '2009-04-26', 'quota': 88.2, 'status': 'Pending'}, {'IntServ_id': 7281, 'placed_when': '2014-01-31', 'actual_date': '2014-02-19', 'expected_date': '2014-02-19', 'quota': 25.58, 'status': 'Processed'}]"
103,503,559,[]
104,397,562,[]
105,458,459,[]
106,370,381,[]
107,531,397,"[{'IntServ_id': 9535, 'placed_when': '2009-07-04', 'actual_date': '2009-07-22', 'expected_date': '2009-07-16', 'quota': 68.39, 'status': 'Pending'}]"
108,523,580,"[{'IntServ_id': 3442, 'placed_when': '2003-10-18', 'actual_date': '2003-11-08', 'expected_date': '2003-11-07', 'quota': 641.9, 'status': 'Pending'}, {'IntServ_id': 6268, 'placed_when': '1984-01-02', 'actual_date': '1984-01-23', 'expected_date': '1984-01-18', 'quota': 9.45, 'status': 'Pending'}, {'IntServ_id': 7116, 'placed_when': '1990-05-05', 'actual_date': '1990-05-27', 'expected_date': '1990-05-31', 'quota': 58.22, 'status': 'Processed'}]"
109,413,351,[]
110,503,533,"[{'IntServ_id': 1542, 'placed_when': '1970-08-13', 'actual_date': '1970-08-27', 'expected_date': '1970-08-30', 'quota': 380.45, 'status': 'Processed'}, {'IntServ_id': 1377, 'placed_when': '1977-11-18', 'actual_date': '1977-12-12', 'expected_date': '1977-12-16', 'quota': 465.71, 'status': 'Processed'}]"
111,525,394,"[{'IntServ_id': 8138, 'placed_when': '2006-11-07', 'actual_date': '2006-12-06', 'expected_date': '2006-12-03', 'quota': 12.96, 'status': 'Pending'}]"
112,413,569,"[{'IntServ_id': 5612, 'placed_when': '1989-02-28', 'actual_date': '1989-03-20', 'expected_date': '1989-03-16', 'quota': 8206.79, 'status': 'Pending'}]"
113,348,465,"[{'IntServ_id': 6064, 'placed_when': '2010-04-20', 'actual_date': '2010-05-04', 'expected_date': '2010-05-04', 'quota': 922.66, 'status': 'Processed'}, {'IntServ_id': 9513, 'placed_when': '1992-07-05', 'actual_date': '1992-07-27', 'expected_date': '1992-07-16', 'quota': 90.44, 'status': 'Pending'}]"
114,416,500,"[{'IntServ_id': 4304, 'placed_when': '1988-02-22', 'actual_date': '1988-03-03', 'expected_date': '1988-03-10', 'quota': 276.26, 'status': 'Processed'}, {'IntServ_id': 9421, 'placed_when': '2014-10-16', 'actual_date': '2014-11-15', 'expected_date': '2014-11-14', 'quota': 1.96, 'status': 'Pending'}]"
115,375,379,[]
116,571,330,[]
117,539,580,"[{'IntServ_id': 5422, 'placed_when': '1973-08-27', 'actual_date': '1973-09-22', 'expected_date': '1973-09-15', 'quota': 93.63, 'status': 'Pending'}]"
118,308,503,[]
119,593,343,[]
120,579,519,"[{'IntServ_id': 1158, 'placed_when': '2007-04-01', 'actual_date': '2007-04-20', 'expected_date': '2007-04-11', 'quota': 5814.78, 'status': 'Pending'}]"
121,519,523,"[{'IntServ_id': 7538, 'placed_when': '1997-11-23', 'actual_date': '1997-12-13', 'expected_date': '1997-12-14', 'quota': 8.14, 'status': 'Processed'}]"
122,531,533,"[{'IntServ_id': 6650, 'placed_when': '1986-10-21', 'actual_date': '1986-11-11', 'expected_date': '1986-11-06', 'quota': 8.97, 'status': 'Pending'}, {'IntServ_id': 4000, 'placed_when': '1970-03-05', 'actual_date': '1970-03-15', 'expected_date': '1970-03-27', 'quota': 6890.43, 'status': 'Processed'}]"
123,343,350,[]
124,424,575,[]
125,348,406,[]
126,363,471,[]
127,564,321,[]
128,405,472,[]
129,490,553,"[{'IntServ_id': 8137, 'placed_when': '1972-07-10', 'actual_date': '1972-07-21', 'expected_date': '1972-08-08', 'quota': 70.31, 'status': 'Processed'}]"
130,462,438,"[{'IntServ_id': 6669, 'placed_when': '1987-07-14', 'actual_date': '1987-08-12', 'expected_date': '1987-08-07', 'quota': 3.64, 'status': 'Pending'}, {'IntServ_id': 7448, 'placed_when': '1988-01-11', 'actual_date': '1988-02-05', 'expected_date': '1988-02-09', 'quota': 17.11, 'status': 'Processed'}]"
131,527,567,[]
132,419,319,"[{'IntServ_id': 1773, 'placed_when': '2006-10-09', 'actual_date': '2006-10-19', 'expected_date': '2006-10-28', 'quota': 4235.53, 'status': 'Processed'}, {'IntServ_id': 4361, 'placed_when': '1985-04-03', 'actual_date': '1985-04-20', 'expected_date': '1985-04-17', 'quota': 47.27, 'status': 'Pending'}]"
133,525,458,"[{'IntServ_id': 5822, 'placed_when': '1971-03-20', 'actual_date': '1971-04-03', 'expected_date': '1971-04-19', 'quota': 7.2, 'status': 'Processed'}, {'IntServ_id': 8746, 'placed_when': '1971-10-11', 'actual_date': '1971-10-23', 'expected_date': '1971-11-04', 'quota': 974.11, 'status': 'Processed'}]"
134,470,569,"[{'IntServ_id': 9361, 'placed_when': '1988-09-08', 'actual_date': '1988-09-21', 'expected_date': '1988-09-23', 'quota': 840.4, 'status': 'Processed'}]"
135,389,559,[]
136,475,330,[]
137,490,509,"[{'IntServ_id': 6763, 'placed_when': '2011-12-27', 'actual_date': '2012-01-07', 'expected_date': '2012-01-08', 'quota': 8702.11, 'status': 'Processed'}]"
138,531,580,"[{'IntServ_id': 6012, 'placed_when': '2002-05-23', 'actual_date': '2002-06-22', 'expected_date': '2002-06-04', 'quota': 30.65, 'status': 'Pending'}, {'IntServ_id': 9798, 'placed_when': '1995-12-08', 'actual_date': '1996-01-03', 'expected_date': '1995-12-30', 'quota': 76.55, 'status': 'Pending'}]"
139,543,484,[]
140,341,352,[]
141,433,419,"[{'IntServ_id': 7406, 'placed_when': '1992-01-22', 'actual_date': '1992-02-17', 'expected_date': '1992-02-02', 'quota': 8.84, 'status': 'Pending'}]"
142,596,311,[]
143,593,484,"[{'IntServ_id': 2673, 'placed_when': '2010-11-22', 'actual_date': '2010-12-22', 'expected_date': '2010-12-18', 'quota': 479.65, 'status': 'Pending'}]"
144,475,562,"[{'IntServ_id': 5012, 'placed_when': '2003-01-25', 'actual_date': '2003-02-18', 'expected_date': '2003-02-24', 'quota': 225.15, 'status': 'Processed'}]"
145,414,403,"[{'IntServ_id': 7169, 'placed_when': '1996-12-12', 'actual_date': '1997-01-04', 'expected_date': '1997-01-06', 'quota': 4245.86, 'status': 'Processed'}, {'IntServ_id': 2013, 'placed_when': '2001-01-08', 'actual_date': '2001-02-03', 'expected_date': '2001-01-21', 'quota': 6.62, 'status': 'Pending'}]"
146,343,367,"[{'IntServ_id': 9022, 'placed_when': '1985-09-03', 'actual_date': '1985-10-03', 'expected_date': '1985-09-27', 'quota': 70.4, 'status': 'Pending'}]"
147,533,458,[]
148,406,527,"[{'IntServ_id': 4504, 'placed_when': '2011-05-22', 'actual_date': '2011-06-07', 'expected_date': '2011-06-13', 'quota': 1726.45, 'status': 'Processed'}, {'IntServ_id': 9794, 'placed_when': '1980-05-31', 'actual_date': '1980-06-28', 'expected_date': '1980-06-29', 'quota': 897.58, 'status': 'Processed'}]"
149,540,330,"[{'IntServ_id': 8396, 'placed_when': '2014-01-17', 'actual_date': '2014-02-01', 'expected_date': '2014-02-16', 'quota': 671.18, 'status': 'Processed'}]"
150,488,379,"[{'IntServ_id': 7899, 'placed_when': '2008-06-04', 'actual_date': '2008-06-19', 'expected_date': '2008-06-17', 'quota': 9.84, 'status': 'Pending'}, {'IntServ_id': 9422, 'placed_when': '1997-11-30', 'actual_date': '1997-12-22', 'expected_date': '1997-12-19', 'quota': 282.63, 'status': 'Pending'}]"
151,405,350,"[{'IntServ_id': 4510, 'placed_when': '1981-12-21', 'actual_date': '1982-01-10', 'expected_date': '1982-01-10', 'quota': 75.29, 'status': 'Processed'}, {'IntServ_id': 4659, 'placed_when': '2007-02-21', 'actual_date': '2007-03-03', 'expected_date': '2007-03-11', 'quota': 71.74, 'status': 'Processed'}, {'IntServ_id': 1025, 'placed_when': '2016-02-07', 'actual_date': '2016-02-19', 'expected_date': '2016-02-29', 'quota': 69.92, 'status': 'Processed'}]"
152,559,330,"[{'IntServ_id': 7115, 'placed_when': '2019-04-01', 'actual_date': '2019-04-11', 'expected_date': '2019-04-28', 'quota': 98.55, 'status': 'Processed'}, {'IntServ_id': 9281, 'placed_when': '2001-01-12', 'actual_date': '2001-02-08', 'expected_date': '2001-02-01', 'quota': 5447.33, 'status': 'Pending'}, {'IntServ_id': 5454, 'placed_when': '2016-03-23', 'actual_date': '2016-04-10', 'expected_date': '2016-04-20', 'quota': 86.85, 'status': 'Processed'}]"
153,423,352,"[{'IntServ_id': 3478, 'placed_when': '1986-08-26', 'actual_date': '1986-09-18', 'expected_date': '1986-09-10', 'quota': 38.84, 'status': 'Pending'}, {'IntServ_id': 9586, 'placed_when': '1985-11-20', 'actual_date': '1985-11-30', 'expected_date': '1985-12-20', 'quota': 4361.4, 'status': 'Processed'}, {'IntServ_id': 2422, 'placed_when': '1993-04-01', 'actual_date': '1993-04-20', 'expected_date': '1993-04-19', 'quota': 758.96, 'status': 'Pending'}]"
154,330,341,[]
155,381,575,[]
