,index,sourceNodeName,targetNodeName,totalCost,isDirect,costs,nodeNames
38,177,Supplier 65468,Customer 16771,370.0,,"[0.0, 100.0, 170.0, 270.0, 370.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Externaltransactions 3053', 'Customer 16771']"
39,181,Supplier 65468,Customer 14574,370.0,,"[0.0, 100.0, 170.0, 270.0, 370.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Externaltransactions 8157', 'Customer 14574']"
40,184,Supplier 65468,Retailer 75353,370.0,,"[0.0, 100.0, 170.0, 270.0, 370.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Srintship 3678', 'Retailer 75353']"
41,193,Supplier 65468,Customer 95167,370.0,,"[0.0, 100.0, 170.0, 270.0, 370.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Externaltransactions 1733', 'Customer 95167']"
42,195,Supplier 65468,Customer 90435,370.0,,"[0.0, 100.0, 170.0, 270.0, 370.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Externaltransactions 5407', 'Customer 90435']"
43,196,Supplier 65468,Supplier 82144,370.0,,"[0.0, 100.0, 185.0, 285.0, 370.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Ssintship 10040', 'Supplier 82144']"
44,199,Supplier 65468,Supplier 34967,375.0,,"[0.0, 100.0, 190.0, 290.0, 375.0]","['Supplier 65468', 'Ssintship 10421', 'Supplier 46070', 'Internaltransactions 8092', 'Supplier 34967']"
45,202,Supplier 65468,Supplier 55441,375.0,,"[0.0, 100.0, 190.0, 290.0, 375.0]","['Supplier 65468', 'Ssintship 10421', 'Supplier 46070', 'Ssintship 10346', 'Supplier 55441']"
46,205,Supplier 65468,Supplier 94512,375.0,,"[0.0, 100.0, 190.0, 290.0, 375.0]","['Supplier 65468', 'Ssintship 10421', 'Supplier 46070', 'Internaltransactions 9347', 'Supplier 94512']"
47,219,Supplier 65468,Customer 81782,385.0,,"[0.0, 100.0, 185.0, 285.0, 385.0]","['Supplier 65468', 'Ssintship 10007', 'Supplier 48580', 'Scextship 7960', 'Customer 81782']"
48,227,Supplier 65468,Customer 32819,385.0,,"[0.0, 100.0, 185.0, 285.0, 385.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Externaltransactions 8719', 'Customer 32819']"
49,231,Supplier 65468,Customer 75256,385.0,,"[0.0, 100.0, 185.0, 285.0, 385.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Externaltransactions 6092', 'Customer 75256']"
50,233,Supplier 65468,Customer 11082,385.0,,"[0.0, 100.0, 185.0, 285.0, 385.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Externaltransactions 9232', 'Customer 11082']"
51,237,Supplier 65468,Retailer 74653,385.0,,"[0.0, 100.0, 185.0, 285.0, 385.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Srintship 3070', 'Retailer 74653']"
52,246,Supplier 65468,Customer 49626,385.0,,"[0.0, 100.0, 185.0, 285.0, 385.0]","['Supplier 65468', 'Ssintship 10007', 'Supplier 48580', 'Externaltransactions 8383', 'Customer 49626']"
53,250,Supplier 65468,Customer 17879,390.0,,"[0.0, 100.0, 190.0, 290.0, 390.0]","['Supplier 65468', 'Ssintship 10421', 'Supplier 46070', 'Externaltransactions 9300', 'Customer 17879']"
54,252,Supplier 65468,Customer 88373,390.0,,"[0.0, 100.0, 190.0, 290.0, 390.0]","['Supplier 65468', 'Ssintship 10421', 'Supplier 46070', 'Scextship 1116', 'Customer 88373']"
55,261,Supplier 65468,Customer 18213,390.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 390.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Scextship 4273', 'Customer 18213']"
56,310,Supplier 65468,Supplier 48467,429.0,,"[0.0, 94.0, 158.0, 258.0, 328.0, 393.5, 429.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 4496', 'Supplier 77743', 'Ssintship 10302', 'Supplier 48467']"
57,314,Supplier 65468,Supplier 71916,436.0,,"[0.0, 100.0, 170.0, 227.25, 269.5, 365.25, 436.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916']"
58,316,Supplier 65468,Supplier 11186,439.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 439.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10282', 'Supplier 11186']"
59,317,Supplier 65468,Supplier 43160,439.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 439.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Internaltransactions 3081', 'Supplier 43160']"
60,318,Supplier 65468,Supplier 11790,439.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 439.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10262', 'Supplier 11790']"
61,367,Supplier 65468,Supplier 40597,454.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10277', 'Supplier 40597']"
62,368,Supplier 65468,Supplier 81423,454.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423']"
63,492,Supplier 65468,Supplier 71819,462.0,,"[0.0, 100.0, 185.0, 285.0, 370.0, 423.5, 462.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Ssintship 10040', 'Supplier 82144', 'Ssintship 10178', 'Supplier 71819']"
64,496,Supplier 65468,Supplier 86815,467.0,,"[0.0, 100.0, 185.0, 285.0, 355.0, 426.0, 467.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Internaltransactions 4327', 'Supplier 35841', 'Ssintship 6224', 'Supplier 86815']"
65,501,Supplier 65468,Customer 91846,469.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 469.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Externaltransactions 6214', 'Customer 91846']"
66,549,Supplier 65468,Supplier 36417,476.5,,"[0.0, 100.0, 170.0, 270.0, 360.0, 423.25, 476.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 8070', 'Supplier 46942', 'Ssintship 10200', 'Supplier 36417']"
67,550,Supplier 65468,Supplier 74318,477.5,,"[0.0, 100.0, 170.0, 270.0, 355.0, 423.75, 477.5]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10447', 'Supplier 70443', 'Ssintship 2035', 'Supplier 74318']"
68,554,Supplier 65468,Retailer 28960,485.0,,"[0.0, 94.0, 158.0, 258.0, 343.0, 414.0, 485.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10073', 'Supplier 76443', 'Srintship 8929', 'Retailer 28960']"
69,556,Supplier 65468,Customer 11346,492.5,,"[0.0, 100.0, 170.0, 270.0, 355.0, 423.75, 492.5]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10102', 'Supplier 24451', 'Scextship 9590', 'Customer 11346']"
70,563,Supplier 65468,Retailer 26336,503.5,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 431.75, 503.5]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 2914', 'Supplier 10731', 'Srintship 8522', 'Retailer 26336']"
71,565,Supplier 65468,Customer 16956,509.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 249.5, 309.0, 409.0, 509.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Srintship 3521', 'Retailer 31857', 'Rcextship 5965', 'Customer 16956']"
72,568,Supplier 65468,Supplier 90942,510.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Ssintship 10194', 'Supplier 90942']"
73,569,Supplier 65468,Supplier 68615,510.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Internaltransactions 5290', 'Supplier 68615']"
74,570,Supplier 65468,Supplier 21232,510.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10440', 'Supplier 13951', 'Ssintship 10350', 'Supplier 21232']"
75,571,Supplier 65468,Supplier 36243,513.0,,"[0.0, 94.0, 158.0, 258.0, 328.0, 428.0, 513.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10094', 'Supplier 10161', 'Ssintship 10081', 'Supplier 36243']"
76,573,Supplier 65468,Supplier 35266,513.0,,"[0.0, 94.0, 158.0, 258.0, 343.0, 443.0, 513.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10170', 'Supplier 26533', 'Internaltransactions 2545', 'Supplier 35266']"
77,575,Supplier 65468,Supplier 13362,515.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 515.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Ssintship 10374', 'Supplier 13362']"
78,576,Supplier 65468,Supplier 36985,518.0,,"[0.0, 94.0, 158.0, 258.0, 328.0, 428.0, 518.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10094', 'Supplier 10161', 'Ssintship 10089', 'Supplier 36985']"
79,577,Supplier 65468,Supplier 70468,518.0,,"[0.0, 94.0, 158.0, 258.0, 328.0, 428.0, 518.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10094', 'Supplier 10161', 'Ssintship 10019', 'Supplier 70468']"
80,578,Supplier 65468,Supplier 75444,523.0,,"[0.0, 100.0, 170.0, 269.0, 353.0, 453.0, 523.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10159', 'Supplier 14125', 'Internaltransactions 4789', 'Supplier 75444']"
81,583,Supplier 65468,Supplier 99762,525.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 525.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10440', 'Supplier 13951', 'Ssintship 10064', 'Supplier 99762']"
82,584,Supplier 65468,Supplier 79389,525.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 525.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 2663', 'Supplier 18952', 'Internaltransactions 1832', 'Supplier 79389']"
83,585,Supplier 65468,Supplier 11283,525.0,,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 525.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Ssintship 10397', 'Supplier 46894', 'Ssintship 10045', 'Supplier 11283']"
84,586,Supplier 65468,Supplier 19878,525.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 525.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 2663', 'Supplier 18952', 'Internaltransactions 3277', 'Supplier 19878']"
85,587,Supplier 65468,Supplier 96293,525.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 525.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 2663', 'Supplier 18952', 'Internaltransactions 6524', 'Supplier 96293']"
86,592,Supplier 65468,Customer 80020,528.0,,"[0.0, 94.0, 158.0, 258.0, 328.0, 428.0, 528.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 4496', 'Supplier 77743', 'Scextship 8183', 'Customer 80020']"
87,600,Supplier 65468,Customer 22043,528.0,,"[0.0, 94.0, 158.0, 258.0, 328.0, 428.0, 528.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10094', 'Supplier 10161', 'Scextship 6449', 'Customer 22043']"
88,606,Supplier 65468,Supplier 68357,528.0,,"[0.0, 100.0, 170.0, 269.0, 353.0, 453.0, 528.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10159', 'Supplier 14125', 'Ssintship 3000', 'Supplier 68357']"
89,608,Supplier 65468,Supplier 52082,528.0,,"[0.0, 94.0, 158.0, 258.0, 343.0, 443.0, 528.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10170', 'Supplier 26533', 'Ssintship 10294', 'Supplier 52082']"
90,616,Supplier 65468,Supplier 58976,530.0,,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 530.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Internaltransactions 4327', 'Supplier 35841', 'Internaltransactions 6472', 'Supplier 58976']"
91,617,Supplier 65468,Supplier 28873,530.0,,"[0.0, 100.0, 170.0, 270.0, 360.0, 460.0, 530.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 8070', 'Supplier 46942', 'Internaltransactions 4735', 'Supplier 28873']"
92,618,Supplier 65468,Supplier 54921,530.0,,"[0.0, 100.0, 170.0, 270.0, 360.0, 460.0, 530.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10428', 'Supplier 27057', 'Internaltransactions 8356', 'Supplier 54921']"
93,619,Supplier 65468,Supplier 15367,530.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 460.0, 530.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 4906', 'Supplier 97142', 'Ssintship 10470', 'Supplier 15367']"
94,620,Supplier 65468,Retailer 47196,531.0,,"[0.0, 94.0, 158.0, 258.0, 343.0, 437.0, 531.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10073', 'Supplier 76443', 'Srintship 8335', 'Retailer 47196']"
95,661,Supplier 65468,Customer 78170,540.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 540.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10440', 'Supplier 13951', 'Externaltransactions 5334', 'Customer 78170']"
96,666,Supplier 65468,Retailer 34779,540.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 540.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10440', 'Supplier 13951', 'Srintship 2252', 'Retailer 34779']"
97,668,Supplier 65468,Retailer 22940,540.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 540.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Srintship 7103', 'Retailer 22940']"
98,669,Supplier 65468,Customer 15307,540.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 540.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Scextship 3246', 'Customer 15307']"
99,677,Supplier 65468,Customer 41538,540.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 540.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Externaltransactions 8429', 'Customer 41538']"
100,679,Supplier 65468,Supplier 70050,540.0,,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 540.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Internaltransactions 4327', 'Supplier 35841', 'Internaltransactions 7076', 'Supplier 70050']"
101,684,Supplier 65468,Supplier 43284,540.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 540.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10102', 'Supplier 24451', 'Ssintship 10165', 'Supplier 43284']"
102,685,Supplier 65468,Customer 48071,540.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 540.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Externaltransactions 6663', 'Customer 48071']"
103,686,Supplier 65468,Supplier 29277,540.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 540.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10102', 'Supplier 24451', 'Ssintship 10356', 'Supplier 29277']"
104,688,Supplier 65468,Customer 59444,543.0,,"[0.0, 94.0, 158.0, 258.0, 343.0, 443.0, 543.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10073', 'Supplier 76443', 'Scextship 4781', 'Customer 59444']"
105,691,Supplier 65468,Customer 55905,543.0,,"[0.0, 94.0, 158.0, 258.0, 343.0, 443.0, 543.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10170', 'Supplier 26533', 'Externaltransactions 1030', 'Customer 55905']"
106,694,Supplier 65468,Customer 32489,543.0,,"[0.0, 94.0, 158.0, 258.0, 343.0, 443.0, 543.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10170', 'Supplier 26533', 'Externaltransactions 5374', 'Customer 32489']"
107,700,Supplier 65468,Customer 39892,543.0,,"[0.0, 94.0, 158.0, 258.0, 343.0, 443.0, 543.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10170', 'Supplier 26533', 'Scextship 7708', 'Customer 39892']"
108,707,Supplier 65468,Customer 91447,543.0,,"[0.0, 94.0, 158.0, 258.0, 343.0, 443.0, 543.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10073', 'Supplier 76443', 'Scextship 2301', 'Customer 91447']"
109,710,Supplier 65468,Supplier 74432,545.0,,"[0.0, 100.0, 170.0, 270.0, 360.0, 460.0, 545.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 8070', 'Supplier 46942', 'Ssintship 10008', 'Supplier 74432']"
110,712,Supplier 65468,Supplier 57109,545.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 460.0, 545.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 10462', 'Supplier 30864', 'Ssintship 4227', 'Supplier 57109']"
111,754,Supplier 65468,Retailer 11854,555.0,,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Ssintship 10007', 'Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Srintship 4524', 'Retailer 11854']"
112,764,Supplier 65468,Customer 85709,555.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 7072', 'Supplier 43691', 'Externaltransactions 2285', 'Customer 85709']"
113,765,Supplier 65468,Customer 18779,555.0,,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Internaltransactions 4327', 'Supplier 35841', 'Externaltransactions 6209', 'Customer 18779']"
