,prod_id,product_type,product_name,warehouses,price,profit_margin (%)
16,474,H,JJJ,"[(2859, 9556), (8183, 8488), (3044, 5083), (7763, 7712), (3002, 6141), (5504, 8437), (8858, 5349)]",676.95,11
17,695,B,WWW,"[(8344, 5483), (8231, 7368), (5977, 9676)]",9.16,28
18,856,Z,AAA,"[(7898, 6872), (4420, 9188), (5842, 7095), (4014, 7351), (2969, 6512), (6434, 7788), (6694, 9856), (7212, 9739)]",83.85,18
19,542,Y,YYY,"[(9030, 6028), (4693, 7171)]",1733.76,47
20,181,K,NNN,"[(3998, 8675), (2970, 7562), (5170, 7579), (7118, 7679), (2882, 9478), (5071, 7538)]",7965.88,25
21,452,I,MMM,"[(1245, 8130), (4427, 5085), (3871, 9311), (2886, 6443), (7975, 5262), (4142, 8729), (3225, 7139)]",9.86,15
22,952,H,PPP,"[(1034, 9465), (5754, 5263), (1945, 6864), (2077, 7733), (1442, 5188), (9753, 9443), (8344, 5591)]",2613.16,23
23,162,N,HHH,"[(6915, 8458), (7992, 6262)]",5.97,32
24,134,R,TTT,"[(4522, 9608), (8344, 5661), (7038, 5230), (7033, 9146)]",6.67,21
25,771,P,III,"[(4677, 7891), (7895, 5385), (4317, 8937)]",7.94,40
26,827,I,JJJ,"[(4027, 9139), (3267, 6041), (8399, 7609)]",136.7,5
27,992,X,RRR,"[(5820, 9031)]",7524.44,26
28,647,J,JJJ,"[(7117, 9714), (7451, 8368), (2301, 8809), (9695, 8259), (2936, 5850), (7408, 6969), (4607, 6343), (3532, 9921)]",86.44,11
29,671,Z,FFF,"[(2275, 5162)]",3.39,7
30,988,N,JJJ,"[(3841, 9290), (2448, 7057), (6265, 5655), (9426, 6653), (8858, 5846), (6379, 8004), (9359, 5965)]",1514.69,25
31,699,G,OOO,"[(5330, 9768), (3573, 9860), (4371, 7871), (2183, 7845), (4496, 8428), (3074, 5493), (6895, 7008), (9224, 9896), (5736, 9835), (7033, 7314)]",9.24,35
32,656,U,DDD,"[(7483, 5554), (4695, 7208), (2666, 8311), (8488, 5761), (9888, 8491)]",71.66,48
33,745,B,WWW,"[(3031, 6018), (3553, 7231), (2970, 5640), (9247, 5482), (4094, 6523), (1085, 7789)]",4542.84,45
34,183,M,WWW,"[(8349, 9894), (1704, 9298), (7425, 5715), (4967, 9022), (9926, 9160), (3893, 7849), (3692, 7381), (7664, 8953)]",437.31,31
35,124,Q,RRR,"[(4458, 5439), (3600, 5090), (5181, 8276), (4939, 6941), (1442, 6614), (7103, 7406), (1575, 6192), (5812, 9554)]",989.73,46
36,616,A,AAA,"[(5089, 5726), (7953, 5311), (1837, 7014), (2066, 9479), (1754, 6610), (1623, 5921), (6379, 5219), (3673, 9593), (4237, 8647)]",8603.43,49
37,120,C,NNN,"[(2894, 5280), (2632, 9583), (7926, 5100), (1882, 5138), (4421, 7604), (9272, 8441), (5736, 6127), (8892, 6598), (3456, 5604), (4045, 5266)]",902.34,19
38,890,W,EEE,"[(9387, 7170), (1258, 6944), (3882, 6997), (9272, 9628), (6858, 5988)]",21.58,40
39,709,W,JJJ,"[(1915, 5053), (3972, 9372), (4397, 5482), (2882, 9779), (9610, 7838), (3401, 7020), (6960, 6595), (3856, 8364)]",50.48,41
40,833,A,OOO,"[(1716, 6120), (6507, 6464), (2244, 8447), (9970, 6869), (2730, 8827), (4650, 6255), (6362, 7828), (2294, 9685), (5177, 8427), (8954, 7902)]",717.15,27
41,684,K,WWW,"[(6482, 7775), (4197, 9327), (2797, 8535), (1169, 5650), (2448, 8144), (6165, 5845), (3046, 6637)]",2.73,34
42,525,O,TTT,"[(2930, 5453), (4099, 5638), (2125, 9828), (9043, 9460), (9304, 9251)]",316.69,34
43,928,G,HHH,"[(9888, 5158)]",1597.42,22
44,864,Y,AAA,"[(9426, 8991), (7945, 7816)]",4184.31,31
45,283,D,JJJ,"[(6229, 9860), (7286, 9638), (2199, 7878), (8450, 7721), (1707, 7026), (2714, 8639), (8820, 5712), (3921, 5875), (9190, 9318), (3954, 8731)]",36.33,13
46,586,J,SSS,"[(4785, 6041), (6853, 5375), (4374, 9542), (3267, 8504), (3577, 5669), (6219, 7139)]",5.92,14
47,900,G,YYY,"[(3688, 5028)]",82.61,6
48,921,H,VVV,"[(3532, 5555), (6724, 7770), (7525, 7233), (7611, 9259), (9241, 8487), (3882, 6901), (2231, 9631), (5094, 5366)]",5946.14,25
49,200,T,HHH,"[(8534, 8824), (9610, 8266), (6198, 6573), (2481, 7274), (7382, 8474), (2321, 8004)]",501.72,38
50,158,C,UUU,"[(6492, 7914), (5013, 7158), (4204, 8446), (4515, 7414)]",8.23,25
51,141,K,UUU,"[(7306, 7677), (2032, 5797), (8732, 7626), (4939, 5068), (9426, 8884), (9781, 8223), (2012, 8996)]",5839.35,48
52,572,K,AAA,"[(2708, 7064), (4607, 7901)]",1.66,24
53,767,Q,III,"[(5383, 8973), (7959, 5663), (8551, 7960), (2821, 9136), (3459, 6327), (3350, 7710), (9975, 9958)]",99.72,6
54,780,G,III,"[(8327, 8265), (8620, 7490), (7248, 6978), (8169, 8855)]",68.57,48
55,457,B,YYY,"[(1835, 8325), (7339, 8896), (8231, 8900), (8452, 5782), (2664, 8541), (5464, 6192), (9247, 8736)]",5.75,24
56,744,F,ZZZ,"[(7673, 6359), (4849, 9990), (3493, 8181), (9388, 9173)]",61.55,17
57,135,J,OOO,"[(2805, 9778), (2176, 5091), (7103, 7031), (2116, 5904)]",282.92,33
58,575,G,PPP,"[(7400, 8487), (8370, 8168), (6307, 7897), (2670, 9347), (3591, 5061), (7774, 9662), (7498, 8879)]",13.74,45
59,962,U,UUU,"[(3069, 7520), (2729, 8299), (1226, 5055), (8366, 6869), (2481, 9730), (8958, 9274), (5143, 7236), (6161, 7484), (5256, 5708)]",8558.34,28
60,609,A,AAA,"[(7878, 7486)]",2.33,49
61,365,I,OOO,"[(6349, 8216), (7774, 8715), (8096, 9819), (7581, 7695), (3730, 7621), (2930, 9700), (8124, 8428), (3853, 9836), (1464, 5881), (9867, 7521)]",204.67,15
62,929,M,WWW,"[(3031, 7593), (5812, 6467), (3118, 8342), (5241, 9416), (4408, 6012), (8050, 9298)]",5541.45,26
63,369,N,KKK,"[(4876, 7034), (2930, 8837), (5650, 5324), (2454, 5358)]",892.99,41
64,981,B,TTT,"[(7158, 5530), (1993, 9696), (2252, 7225), (3259, 7419), (1653, 9072)]",7.19,42
65,169,R,OOO,"[(6100, 7625), (7377, 9731), (6349, 6767), (4047, 8434), (3855, 6864), (2647, 9905)]",52.41,32
66,582,R,TTT,"[(7451, 6426), (4518, 5268)]",7.73,18
67,113,Z,HHH,"[(4412, 8685), (9926, 7569), (5253, 6669), (9565, 8472), (1835, 8687), (3221, 9044), (7975, 9914), (1258, 8075), (4421, 6882), (1274, 9208)]",4921.76,37
68,114,H,PPP,"[(9174, 6688), (7402, 7054), (5879, 9023), (6731, 6438)]",5705.18,28
69,335,B,LLL,"[(3309, 6246), (4412, 6819)]",7.83,39
70,415,W,EEE,"[(1810, 9042), (3994, 9998), (7839, 5474)]",212.3,34
71,171,J,CCC,"[(3261, 6960), (2091, 5266), (2821, 8577), (5653, 7975), (5299, 7115)]",62.73,45
72,430,M,ZZZ,"[(5381, 6892), (4649, 9068), (8084, 8661), (4650, 7809), (9778, 7629), (1407, 5781), (4876, 6510), (6052, 7324)]",6216.4,48
73,475,J,VVV,"[(2683, 9353), (2822, 8480), (3276, 6098)]",9155.62,44
74,975,D,BBB,"[(9115, 9879), (2033, 5395), (1915, 7396)]",87.14,36
75,242,L,OOO,"[(5294, 5059), (9224, 8312), (2266, 7519), (5688, 7990), (7068, 9046), (9781, 9562), (6100, 9292), (6062, 6857)]",9051.53,28
76,679,O,JJJ,"[(4501, 7791), (1832, 7232), (2855, 5288), (4175, 5808), (5812, 5518), (2722, 7365), (6277, 7636), (3525, 5582)]",2029.17,42
77,628,T,QQQ,"[(9872, 6081), (7248, 8539), (1938, 6622), (2937, 7252)]",95.24,35
78,576,K,UUU,"[(5241, 7972), (7634, 7635), (2304, 7344), (5970, 9031), (4371, 8150), (1245, 9058)]",103.33,25
79,484,R,WWW,"[(2199, 5566), (2252, 6638), (2865, 7396), (7033, 6796), (2891, 8184), (3219, 7581), (1784, 5565), (4697, 7243)]",9.16,11
80,145,X,EEE,"[(3760, 9532), (4640, 6099)]",568.27,35
81,326,F,NNN,"[(5688, 7358), (3243, 6229), (9376, 6802), (4132, 8495), (5623, 5152), (5647, 8986), (7196, 7963), (1012, 9480), (7498, 9259), (4496, 5407)]",1005.56,9
82,774,M,GGG,"[(8359, 9031), (4876, 6592), (1274, 6585), (4300, 7180), (4963, 6797), (5977, 7640), (3609, 8062), (5355, 5433), (2468, 8129)]",373.4,9
83,883,O,KKK,"[(6443, 6927), (9957, 9505), (9557, 8511), (5492, 7591), (8450, 8647), (5515, 6658), (8218, 9636), (9741, 7472), (9941, 7181)]",70.7,5
84,300,E,BBB,"[(5084, 7321), (4411, 5486), (5355, 8339), (3227, 9233), (8488, 8729), (5842, 7672)]",563.2,44
85,640,H,VVV,"[(8699, 9651), (1728, 7026), (1623, 9156), (7727, 7352), (5315, 6435), (7400, 6639), (6184, 8308), (5071, 8992), (4797, 8549), (3075, 6247)]",8.4,34
86,495,V,AAA,"[(9901, 5386), (8389, 7699), (5383, 6804)]",989.14,11
87,672,O,SSS,"[(9023, 7926), (2441, 5438), (2294, 6304), (3094, 9109), (4412, 7772), (7043, 5021), (3756, 9040), (4325, 6948)]",10.26,44
88,436,A,WWW,"[(7848, 9265), (3138, 9396), (1992, 7971), (5143, 5488), (8534, 9290), (5116, 6041)]",90.29,7
89,664,C,PPP,"[(7651, 5031), (7498, 6369), (2970, 6246), (3221, 8901)]",673.23,28
90,295,I,DDD,"[(2630, 5829), (7808, 9884), (6804, 7128), (4895, 9616)]",4.51,34
91,461,N,NNN,"[(9981, 5278), (2194, 7191), (1735, 9468), (9867, 5953)]",48.24,14
92,453,R,MMM,"[(7567, 9013), (2728, 6429), (9304, 6434), (2816, 7022), (7418, 7658), (7011, 9840), (6722, 9203), (2026, 8397), (6299, 9262), (5854, 5592)]",640.99,14
93,831,G,OOO,"[(5504, 7328), (3865, 8265), (7483, 9850), (4408, 9850), (4649, 5274), (2666, 5534), (7339, 5671), (8255, 7938), (8511, 7219)]",616.92,19
94,280,W,TTT,"[(5966, 7454), (4785, 6937), (2936, 7657), (8183, 9352), (9084, 7894), (6482, 5154), (4622, 5872), (8858, 8129), (9233, 6400)]",900.76,30
95,253,B,TTT,"[(8786, 7047), (5456, 7489)]",51.88,22
96,160,X,RRR,"[(7425, 7196), (4234, 7474), (4785, 6942), (9168, 6848), (7940, 8787), (7618, 6334), (6307, 7655), (9387, 8769)]",7278.12,48
97,837,V,AAA,"[(6406, 6712)]",8.12,13
98,327,N,CCC,"[(4728, 7435), (5330, 7868), (8479, 7989), (7024, 5032), (5326, 8957), (9054, 8916), (4797, 8259), (4517, 8770), (1969, 6810), (2252, 8548)]",9354.64,18
99,578,N,SSS,"[(5343, 5550), (9772, 5419), (1274, 7227), (1653, 6338), (2176, 5249), (8771, 8713), (2815, 6723), (2140, 7347), (4773, 9084), (3257, 9159)]",4259.94,19
100,861,Z,BBB,"[(9423, 7030), (6016, 9546), (4293, 6595), (7660, 6645), (6406, 9523), (7210, 5556), (6869, 7330), (2321, 9375), (2199, 5087)]",69.45,10
101,147,R,SSS,"[(7334, 6345), (6034, 6696), (6764, 9660), (9610, 6725)]",70.77,33
102,235,H,SSS,"[(5819, 9002), (8452, 8041), (1249, 5179), (9996, 9532), (9772, 9013), (5608, 9720), (4293, 6253), (3452, 9124), (6731, 8771), (9563, 7866)]",69.32,48
103,492,D,OOO,"[(3613, 6460), (6492, 6004)]",9920.13,18
104,845,A,VVV,"[(2877, 7543), (7486, 9993), (3276, 6395), (4319, 7634)]",6.58,12
105,635,J,KKK,"[(1279, 9825), (5472, 9373)]",8.63,28
106,603,R,QQQ,"[(5569, 6914), (8950, 8876), (5340, 6957), (4041, 7641), (3591, 8981), (6722, 5339), (2722, 5015)]",3.38,29
107,408,F,QQQ,"[(8412, 6079), (9471, 5753), (5025, 6003), (7068, 9563), (4065, 8433), (3773, 5608), (9023, 8197), (7950, 7090)]",21.79,47
108,206,H,XXX,"[(3613, 8555), (6362, 5593), (3044, 8955)]",6199.45,40
109,840,W,AAA,"[(9888, 5072), (8511, 6362), (5013, 8832)]",8.86,11
110,219,V,SSS,"[(1080, 8137), (1882, 5735), (4415, 7101), (8907, 8081), (7070, 5256), (2299, 8435), (3652, 9257), (9717, 9624), (2238, 5857)]",1.93,45
111,535,R,BBB,"[(7751, 5475), (5985, 7132), (8984, 5523)]",78.91,27
112,553,D,HHH,"[(2935, 6719), (9184, 9421), (8717, 8648), (6062, 8131), (8786, 7180), (8117, 5433), (7461, 5966), (9752, 9628), (9388, 6322), (5509, 6984)]",1.57,42
113,245,D,HHH,"[(8732, 6652), (8601, 9023), (6544, 5610), (7408, 6217)]",9.99,48
114,798,H,DDD,"[(1285, 5730), (7808, 5790)]",766.76,26
115,980,I,AAA,"[(3118, 8153), (9357, 5456), (4065, 7882), (4823, 9858), (4927, 7173), (5286, 7860), (2061, 7198), (5932, 5763), (4044, 6888)]",7950.73,8
116,133,U,JJJ,"[(5886, 8030), (3766, 6918), (5253, 6776), (9215, 7865), (5383, 8858), (5742, 7269), (2764, 5251), (4728, 6334), (4657, 7650)]",87.44,16
117,858,X,QQQ,"[(7064, 7179), (1017, 7107), (6292, 6567), (7727, 6512), (9115, 9453), (7926, 5439), (9941, 8469), (6198, 8537), (5919, 5732)]",674.24,39
118,246,X,RRR,"[(1565, 6697)]",4.76,50
119,775,P,WWW,"[(2266, 5064), (7898, 7454)]",26.22,7
120,422,M,OOO,"[(2252, 6780), (5597, 6536), (9424, 8449), (5777, 5130), (4622, 8250), (1285, 8789), (2891, 7509), (9133, 9496), (4593, 9820)]",684.97,7
121,922,D,KKK,"[(5608, 6212), (9942, 7600), (9084, 5037), (8626, 9190), (5025, 9884), (7848, 6513), (7158, 9959), (4286, 8115), (5647, 8304), (2033, 8940)]",2.22,42
122,710,B,EEE,"[(6607, 7543), (9777, 8764), (1017, 7284), (2644, 8469), (6298, 8300), (3553, 8902), (8935, 5421)]",6477.76,18
123,752,K,QQQ,"[(9060, 6294), (8255, 7867), (6085, 5244), (9174, 7883), (8344, 6799), (8327, 8895), (7347, 8823), (5736, 5698), (1888, 6175)]",9396.37,6
124,761,I,HHH,"[(1780, 5100), (2991, 9659), (6052, 7801), (4786, 8210), (9408, 6933), (7011, 8251), (7094, 8552)]",1175.72,5
125,366,I,OOO,"[(8412, 7124), (9603, 6187), (9084, 7601), (2886, 9028)]",63.51,27
126,941,Q,DDD,"[(8853, 8067)]",3.99,15
127,399,X,EEE,"[(8055, 6333), (6161, 5052), (4406, 7095), (6110, 7134), (3871, 6018), (5472, 8683), (4649, 6771), (6895, 7088), (9769, 6730)]",994.1,7
128,163,N,WWW,"[(5326, 6355), (9369, 7324), (9867, 8038), (3688, 7377), (6857, 9225), (4657, 9011), (6164, 9463), (6694, 7377)]",4.13,13
129,749,Q,PPP,"[(2644, 9660), (3896, 5897)]",7495.77,21
130,669,K,WWW,"[(5616, 7749), (4182, 9423)]",31.87,33
131,328,G,NNN,"[(2324, 9738)]",8.46,38
132,595,X,DDD,"[(2970, 8043), (7093, 5072), (4218, 8197), (1704, 7382), (4876, 5860)]",2135.4,39
133,830,Q,III,"[(1603, 9297)]",8750.62,39
134,139,Y,AAA,"[(7210, 6245), (2396, 5349), (5668, 7508), (7971, 5054), (7888, 6161), (9953, 7885)]",864.91,31
135,923,R,TTT,"[(7377, 9575), (7898, 6455), (9091, 7609), (3094, 6736), (1429, 5215)]",4501.82,15
136,965,X,WWW,"[(3238, 8957), (4431, 8324)]",1725.41,38
137,516,U,XXX,"[(2797, 5198), (9753, 7776), (3377, 5373), (9454, 8770), (8635, 6378)]",1.97,28
138,800,K,FFF,"[(4262, 9461), (2301, 8721), (7146, 7789), (6898, 7926), (3413, 9069), (3176, 9646), (7721, 5366), (4817, 5695)]",4610.93,48
139,963,Q,DDD,"[(2843, 8344), (1417, 7958), (1012, 7981), (9300, 7427), (9011, 6626), (6206, 8179), (4496, 8284), (2816, 5476), (6317, 7568)]",573.35,39
140,882,J,LLL,"[(5297, 5481), (9970, 9021), (9582, 6270), (3181, 6988), (6161, 5646), (4420, 5875), (2141, 8950), (7070, 8183), (3221, 8276), (3994, 5292)]",30.79,43
141,848,B,FFF,"[(9065, 5695)]",9736.26,18
142,931,G,WWW,"[(6544, 5237), (6840, 7406), (1810, 9125), (3002, 9446)]",16.19,14
143,718,O,GGG,"[(7461, 6477), (7483, 5916), (1825, 5266), (1623, 9706)]",6.59,18
144,502,B,EEE,"[(4649, 8709), (1938, 6221), (9011, 5075)]",3.74,38
145,675,V,TTT,"[(8094, 8656), (5170, 9816)]",86.54,9
146,281,R,JJJ,"[(4127, 7080), (3181, 7102), (1614, 9963), (4428, 5107), (8614, 6610), (3990, 8142), (2151, 9747), (8124, 9260)]",4560.38,26
147,309,I,VVV,"[(8614, 9914), (7685, 5991), (6557, 9452), (2108, 7976), (9975, 8155), (6482, 9122), (8399, 5508), (8488, 8236)]",767.99,6
148,696,F,NNN,"[(5424, 7800), (8786, 8940), (4652, 7214), (7845, 9753), (2002, 9247), (9235, 9855), (1279, 7125), (2091, 6483), (2526, 9050)]",33.52,21
149,510,H,WWW,"[(8035, 5717), (3176, 8153)]",8285.52,20
150,534,A,XXX,"[(7992, 6111), (9975, 7507), (9510, 6931), (2936, 9792), (6045, 8676), (5515, 9009)]",464.88,30
151,370,G,RRR,"[(6219, 7259), (9830, 7987), (9888, 7919), (7326, 8155), (9033, 8988), (9408, 5174), (3427, 5430), (2805, 9142), (5084, 5366)]",790.35,45
152,956,A,AAA,"[(7103, 9090), (1174, 9952), (1469, 7103), (9867, 7544), (4041, 7748), (4501, 5485), (6670, 8860), (8527, 8522), (5084, 8568)]",3.81,43
153,258,F,III,"[(7408, 7023), (9349, 5844), (5241, 5188), (4701, 9278), (5299, 5824), (2666, 9262), (7068, 5031), (4786, 6398), (7060, 9169)]",4.5,42
154,817,A,RRR,"[(7843, 6312), (7709, 7666), (7064, 8876), (8490, 9676), (5690, 6769), (3075, 6457)]",1749.68,22
155,623,M,SSS,"[(7548, 9653), (2301, 9918), (9167, 8534)]",78.9,32
156,740,B,RRR,"[(3600, 6002), (4698, 9284), (3630, 6933), (1429, 9847)]",4896.21,43
157,349,L,III,"[(9506, 7213), (3310, 8039), (3074, 5248), (5616, 9450), (7058, 8175), (7237, 5184), (4247, 7694), (3640, 5335)]",5.87,44
158,520,A,LLL,"[(5181, 8733), (1171, 8917), (9043, 6710), (7808, 6492), (7347, 9174)]",106.84,14
159,284,K,OOO,"[(3893, 6255), (1538, 6813), (1756, 9521), (5919, 6019), (7230, 7837)]",3.17,43
160,949,O,ZZZ,"[(9091, 5001), (2441, 5342), (1285, 7849), (7093, 7122), (7664, 5122), (7618, 8569), (9772, 6518)]",6.85,5
161,477,U,PPP,"[(4095, 8433), (5253, 6940), (9741, 6057)]",2.48,35
162,607,X,OOO,"[(2553, 9361), (2091, 5262)]",49.39,6
163,273,S,III,"[(7306, 7458)]",541.47,36
164,769,L,JJJ,"[(7418, 8751), (5359, 8455), (9888, 8302), (5383, 5084), (9611, 8222), (9241, 6489), (7548, 8261), (4823, 8304), (7400, 7054), (7024, 6734)]",8.9,36
165,802,Z,FFF,"[(4132, 6644), (8344, 7379)]",1801.46,13
166,953,U,KKK,"[(4517, 6299), (2468, 9718), (5025, 7886), (9473, 7196), (2012, 8010), (3773, 9508), (7965, 9263), (2116, 9774), (3661, 6285)]",6752.54,38
167,926,L,CCC,"[(4045, 9378), (8848, 9038), (3108, 6994), (6881, 7437), (4834, 9443), (3105, 5367), (7622, 8952), (6915, 8931)]",2173.89,32
168,660,R,WWW,"[(6881, 8713), (2910, 8691), (7248, 6108), (8593, 9934), (7618, 8060)]",694.31,21
169,701,D,AAA,"[(6161, 6744), (6979, 9968), (8490, 5894), (1141, 7952), (8714, 8345)]",9.77,38
170,779,W,YYY,"[(6764, 7510), (7843, 6483), (9970, 6273), (6557, 8993), (6277, 6340)]",497.72,42
171,325,V,DDD,"[(2424, 7205), (9033, 9687), (4649, 6887), (1127, 5919), (9996, 6033), (3118, 6858), (5904, 8943)]",452.39,40
172,770,U,MMM,"[(4197, 8859), (8848, 7907), (3456, 5537), (4166, 9444), (3401, 8494), (6280, 8868), (7145, 9847)]",7136.36,47
173,270,H,XXX,"[(9901, 6511)]",78.5,35
174,843,K,ZZZ,"[(4197, 7604), (1334, 5643), (7895, 5147), (5330, 5559), (2969, 9239), (2238, 9373), (4728, 6317), (6307, 8462)]",8.92,16
175,425,F,UUU,"[(5169, 6827), (1274, 7797)]",23.15,15
176,759,N,LLL,"[(3539, 9689), (3871, 8875), (6420, 9291), (9738, 5484), (5886, 9399), (7339, 8512), (8732, 5379), (7016, 8018), (1443, 9536)]",4938.64,9
177,288,O,NNN,"[(5966, 7890), (7763, 6644), (4496, 6494), (7611, 7019), (8958, 8198), (2382, 7210), (6016, 9238), (4397, 9937), (7347, 7349)]",757.29,38
178,982,S,XXX,"[(8349, 9586), (7864, 5202), (1565, 6921), (6063, 8467), (2424, 8160), (9388, 8602), (4823, 5548)]",599.44,22
179,601,X,GGG,"[(6626, 9435), (6770, 7788), (7237, 9924), (6443, 8433), (7339, 6736), (3108, 7358), (6507, 8666), (9603, 9537), (2324, 7615)]",899.39,28
180,342,V,GGG,"[(7780, 5941), (8117, 7926), (3638, 6623), (9565, 9400), (1205, 7302), (3573, 9004)]",275.15,8
181,853,Y,HHH,"[(2061, 5256), (2077, 7163), (5418, 9739), (5688, 9771), (4965, 6140), (4249, 8332), (9471, 7021), (8359, 7513), (8484, 5657)]",742.5,28
182,177,T,ZZZ,"[(5887, 5030), (6096, 7802), (5820, 7694), (7377, 8800), (2454, 7258), (4517, 7008)]",3.36,28
183,115,R,OOO,"[(6764, 5594), (3248, 9979)]",751.23,12
184,136,C,JJJ,"[(7038, 7822), (3773, 6301), (4703, 9457), (4405, 5839), (9613, 9485), (5204, 8120), (9911, 9860), (5456, 9291), (8921, 7748)]",49.77,11
185,912,X,CCC,"[(3766, 8260), (8892, 9904), (1169, 5433), (3853, 8052), (5456, 5305), (9388, 8149), (8332, 8217), (1429, 7150)]",7.34,11
186,346,G,QQQ,"[(2607, 8066), (3069, 8978), (6299, 7399), (8400, 7139), (7673, 9989)]",3.38,48
187,851,H,NNN,"[(6164, 5326), (7404, 9818), (6660, 9327), (4095, 9416), (2691, 6024), (6544, 9594), (1205, 7869)]",4919.8,47
188,257,R,III,"[(3688, 7713), (9023, 5926), (1187, 6169), (3176, 7530), (6087, 5584), (9867, 6447), (9233, 8763), (4397, 8990), (6349, 6851), (5974, 7942)]",532.83,10
189,306,J,CCC,"[(8921, 8541), (9272, 8302), (6601, 6413), (2198, 5113), (7486, 5559)]",273.76,23
190,795,N,HHH,"[(8490, 6811), (1728, 9997), (5464, 9431), (8563, 7355), (5053, 8510), (9613, 5454)]",991.51,33
191,297,J,RRR,"[(1935, 8229), (3031, 8687), (2664, 6460), (4197, 5492), (6299, 7795), (3630, 5835), (5326, 9885), (4142, 5437)]",64.31,26
192,356,T,SSS,"[(3539, 8435), (3043, 7226), (8848, 7743), (3730, 7517), (5204, 8085), (6173, 7565), (2244, 9301)]",32.24,45
193,271,N,VVV,"[(4400, 6496)]",8242.19,21
194,240,S,RRR,"[(4744, 7478), (2865, 6154), (4204, 7097)]",24.87,42
195,488,G,AAA,"[(3856, 7610), (4816, 5092), (3609, 8264), (6790, 8026), (1034, 8178), (8327, 7588), (2822, 5996), (3276, 7374), (2345, 8708), (2607, 7111)]",2.1,36
196,180,N,YYY,"[(3046, 5266), (4167, 6599), (6507, 5183)]",7807.82,16
197,117,N,ZZZ,"[(6520, 7869), (3972, 5283), (9357, 9955), (4300, 6682), (1846, 7749)]",1794.14,42
198,756,W,YYY,"[(6420, 9408), (8858, 8527), (1623, 8541), (8635, 6162), (1174, 5332)]",8883.41,10
199,558,J,YYY,"[(2481, 8774), (3267, 7280), (9444, 7389), (4650, 9519)]",46.56,32
200,916,Y,WWW,"[(9611, 7120), (9387, 7197), (8020, 7949), (3873, 8092)]",936.43,6
201,621,A,HHH,"[(9077, 7362), (3841, 8855), (7525, 5057), (5395, 9075), (5004, 5316), (7611, 5894), (8231, 8610)]",1.5,17
202,186,H,CCC,"[(7465, 9959), (6670, 9675), (1205, 8157), (3365, 6776), (3069, 9243), (8978, 9825), (4186, 5925)]",6.31,25
203,587,D,FFF,"[(8765, 6863), (2061, 6687), (2751, 6918)]",62.52,28
204,826,V,VVV,"[(8614, 7030), (6326, 5271), (9867, 8456), (7094, 8918), (9033, 5774), (9054, 8784), (1442, 7048), (3094, 8269), (2108, 9658), (3600, 5893)]",193.37,8
205,685,S,CCC,"[(6833, 5854), (6626, 5550), (6277, 8078), (8216, 5504), (9247, 9442), (2329, 9990), (5690, 7250)]",98.97,37
206,116,U,KKK,"[(9733, 9201), (1312, 5148)]",69.78,33
207,762,I,XXX,"[(4849, 6827), (7185, 9649), (4319, 7441), (9042, 7433), (8635, 5904)]",9549.33,40
208,688,C,JJJ,"[(4657, 5025), (5812, 9238), (6434, 7159)]",68.75,18
209,863,W,TTT,"[(3094, 5356), (9717, 8856), (1526, 7328), (5886, 6059), (6110, 5527), (1272, 7413), (2798, 5934)]",713.21,21
210,666,S,OOO,"[(3514, 8640), (9030, 6758), (3401, 6340), (4213, 7613), (7465, 9310), (1846, 5460)]",2941.72,41
