Label,ID,Attributes
products,300,"{'product_type': 'E', 'product_name': 'BBB', 'price': 563.2, 'profit_margin (%)': 44, 'capacity': '[83129, 56336, 106489, 14571, 218060, 129259]', 'warehouses': '[5084, 4411, 5355, 3227, 8488, 5842]'}"
products,640,"{'product_type': 'H', 'product_name': 'VVV', 'price': 8.4, 'profit_margin (%)': 34, 'capacity': '[110430, 161245, 847867, 235706, 685859, 417147, 90387, 253829, 31686, 85170]', 'warehouses': '[8699, 1728, 1623, 7727, 5315, 7400, 6184, 5071, 4797, 3075]'}"
products,495,"{'product_type': 'V', 'product_name': 'AAA', 'price': 989.14, 'profit_margin (%)': 11, 'capacity': '[465801, 30523, 115459]', 'warehouses': '[9901, 8389, 5383]'}"
products,672,"{'product_type': 'O', 'product_name': 'SSS', 'price': 10.26, 'profit_margin (%)': 44, 'capacity': '[581067, 104252, 863885, 153192, 95124, 59484, 521982, 542041]', 'warehouses': '[9023, 2441, 2294, 3094, 4412, 7043, 3756, 4325]'}"
products,436,"{'product_type': 'A', 'product_name': 'WWW', 'price': 90.29, 'profit_margin (%)': 7, 'capacity': '[77616, 472097, 74354, 745017, 219534, 220030]', 'warehouses': '[7848, 3138, 1992, 5143, 8534, 5116]'}"
products,664,"{'product_type': 'C', 'product_name': 'PPP', 'price': 673.23, 'profit_margin (%)': 28, 'capacity': '[100577, 179452, 92406, 853607]', 'warehouses': '[7651, 7498, 2970, 3221]'}"
products,295,"{'product_type': 'I', 'product_name': 'DDD', 'price': 4.51, 'profit_margin (%)': 34, 'capacity': '[253829, 114746, 434456, 567658]', 'warehouses': '[2630, 7808, 6804, 4895]'}"
products,461,"{'product_type': 'N', 'product_name': 'NNN', 'price': 48.24, 'profit_margin (%)': 14, 'capacity': '[82138, 321920, 373671, 145460]', 'warehouses': '[9981, 2194, 1735, 9867]'}"
products,453,"{'product_type': 'R', 'product_name': 'MMM', 'price': 640.99, 'profit_margin (%)': 14, 'capacity': '[201057, 863161, 386468, 554238, 124550, 446420, 303063, 102413, 108006, 408435]', 'warehouses': '[7567, 2728, 9304, 2816, 7418, 7011, 6722, 2026, 6299, 5854]'}"
products,831,"{'product_type': 'G', 'product_name': 'OOO', 'price': 616.92, 'profit_margin (%)': 19, 'capacity': '[430510, 9482, 207785, 688907, 41900, 359625, 247836, 302510, 69014]', 'warehouses': '[5504, 3865, 7483, 4408, 4649, 2666, 7339, 8255, 8511]'}"
products,280,"{'product_type': 'W', 'product_name': 'TTT', 'price': 900.76, 'profit_margin (%)': 30, 'capacity': '[35480, 38457, 154720, 47671, 310804, 218913, 272155, 255227, 207401]', 'warehouses': '[5966, 4785, 2936, 8183, 9084, 6482, 4622, 8858, 9233]'}"
products,253,"{'product_type': 'B', 'product_name': 'TTT', 'price': 51.88, 'profit_margin (%)': 22, 'capacity': '[255987, 208977]', 'warehouses': '[8786, 5456]'}"
products,160,"{'product_type': 'X', 'product_name': 'RRR', 'price': 7278.12, 'profit_margin (%)': 48, 'capacity': '[919050, 35012, 42680, 441928, 122123, 348504, 333672, 522851]', 'warehouses': '[7425, 4234, 4785, 9168, 7940, 7618, 6307, 9387]'}"
products,837,"{'product_type': 'V', 'product_name': 'AAA', 'price': 8.12, 'profit_margin (%)': 13, 'capacity': '[67963]', 'warehouses': '[6406]'}"
products,327,"{'product_type': 'N', 'product_name': 'CCC', 'price': 9354.64, 'profit_margin (%)': 18, 'capacity': '[275989, 148716, 39190, 445047, 39501, 334114, 32121, 303987, 26204, 196011]', 'warehouses': '[4728, 5330, 8479, 7024, 5326, 9054, 4797, 4517, 1969, 2252]'}"
products,578,"{'product_type': 'N', 'product_name': 'SSS', 'price': 4259.94, 'profit_margin (%)': 19, 'capacity': '[728885, 725213, 383116, 219619, 331090, 370732, 475523, 44686, 317195, 318214]', 'warehouses': '[5343, 9772, 1274, 1653, 2176, 8771, 2815, 2140, 4773, 3257]'}"
products,861,"{'product_type': 'Z', 'product_name': 'BBB', 'price': 69.45, 'profit_margin (%)': 10, 'capacity': '[316671, 364527, 16377, 111240, 411286, 776557, 477427, 50214, 567924]', 'warehouses': '[9423, 6016, 4293, 7660, 6406, 7210, 6869, 2321, 2199]'}"
products,147,"{'product_type': 'R', 'product_name': 'SSS', 'price': 70.77, 'profit_margin (%)': 33, 'capacity': '[404896, 10479, 359273, 321486]', 'warehouses': '[7334, 6034, 6764, 9610]'}"
products,235,"{'product_type': 'H', 'product_name': 'SSS', 'price': 69.32, 'profit_margin (%)': 48, 'capacity': '[67687, 226693, 723641, 46343, 775276, 59131, 429917, 450290, 218302, 173102]', 'warehouses': '[5819, 8452, 1249, 9996, 9772, 5608, 4293, 3452, 6731, 9563]'}"
products,492,"{'product_type': 'D', 'product_name': 'OOO', 'price': 9920.13, 'profit_margin (%)': 18, 'capacity': '[180594, 179668]', 'warehouses': '[3613, 6492]'}"
products,845,"{'product_type': 'A', 'product_name': 'VVV', 'price': 6.58, 'profit_margin (%)': 12, 'capacity': '[664438, 873290, 500820, 50408]', 'warehouses': '[2877, 7486, 3276, 4319]'}"
products,635,"{'product_type': 'J', 'product_name': 'KKK', 'price': 8.63, 'profit_margin (%)': 28, 'capacity': '[181310, 311541]', 'warehouses': '[1279, 5472]'}"
products,603,"{'product_type': 'R', 'product_name': 'QQQ', 'price': 3.38, 'profit_margin (%)': 29, 'capacity': '[432545, 324685, 127088, 397892, 223549, 319122, 68345]', 'warehouses': '[5569, 8950, 5340, 4041, 3591, 6722, 2722]'}"
products,408,"{'product_type': 'F', 'product_name': 'QQQ', 'price': 21.79, 'profit_margin (%)': 47, 'capacity': '[220687, 377870, 503354, 142888, 870030, 328185, 12047, 341977]', 'warehouses': '[8412, 9471, 5025, 7068, 4065, 3773, 9023, 7950]'}"
products,206,"{'product_type': 'H', 'product_name': 'XXX', 'price': 6199.45, 'profit_margin (%)': 40, 'capacity': '[62732, 595108, 12153]', 'warehouses': '[3613, 6362, 3044]'}"
products,840,"{'product_type': 'W', 'product_name': 'AAA', 'price': 8.86, 'profit_margin (%)': 11, 'capacity': '[285036, 78862, 420730]', 'warehouses': '[9888, 8511, 5013]'}"
products,219,"{'product_type': 'V', 'product_name': 'SSS', 'price': 1.93, 'profit_margin (%)': 45, 'capacity': '[420240, 169140, 258509, 9784, 150311, 77276, 316965, 259547, 149327]', 'warehouses': '[1080, 1882, 4415, 8907, 7070, 2299, 3652, 9717, 2238]'}"
products,535,"{'product_type': 'R', 'product_name': 'BBB', 'price': 78.91, 'profit_margin (%)': 27, 'capacity': '[85263, 700321, 347661]', 'warehouses': '[7751, 5985, 8984]'}"
products,553,"{'product_type': 'D', 'product_name': 'HHH', 'price': 1.57, 'profit_margin (%)': 42, 'capacity': '[118619, 66542, 39136, 88282, 46802, 147219, 496687, 550031, 457172, 315890]', 'warehouses': '[2935, 9184, 8717, 6062, 8786, 8117, 7461, 9752, 9388, 5509]'}"
products,245,"{'product_type': 'D', 'product_name': 'HHH', 'price': 9.99, 'profit_margin (%)': 48, 'capacity': '[90891, 99000, 225826, 563606]', 'warehouses': '[8732, 8601, 6544, 7408]'}"
products,798,"{'product_type': 'H', 'product_name': 'DDD', 'price': 766.76, 'profit_margin (%)': 26, 'capacity': '[370666, 63626]', 'warehouses': '[1285, 7808]'}"
products,980,"{'product_type': 'I', 'product_name': 'AAA', 'price': 7950.73, 'profit_margin (%)': 8, 'capacity': '[176336, 544788, 460049, 79047, 102504, 263992, 159530, 471831, 269972]', 'warehouses': '[3118, 9357, 4065, 4823, 4927, 5286, 2061, 5932, 4044]'}"
products,133,"{'product_type': 'U', 'product_name': 'JJJ', 'price': 87.44, 'profit_margin (%)': 16, 'capacity': '[169492, 567336, 464444, 180125, 388424, 613880, 110700, 164007, 646524]', 'warehouses': '[5886, 3766, 5253, 9215, 5383, 5742, 2764, 4728, 4657]'}"
products,858,"{'product_type': 'X', 'product_name': 'QQQ', 'price': 674.24, 'profit_margin (%)': 39, 'capacity': '[554761, 285636, 67211, 229624, 77419, 98351, 53717, 516704, 321894]', 'warehouses': '[7064, 1017, 6292, 7727, 9115, 7926, 9941, 6198, 5919]'}"
products,246,"{'product_type': 'X', 'product_name': 'RRR', 'price': 4.76, 'profit_margin (%)': 50, 'capacity': '[36603]', 'warehouses': '[1565]'}"
products,775,"{'product_type': 'P', 'product_name': 'WWW', 'price': 26.22, 'profit_margin (%)': 7, 'capacity': '[185297, 244141]', 'warehouses': '[2266, 7898]'}"
