,prod_id,product_type,product_name,warehouses,price,profit_margin (%)
49,200,T,HHH,"[8534, 9610, 6198, 2481, 7382, 2321]",501.72,38
50,158,C,UUU,"[6492, 5013, 4204, 4515]",8.23,25
51,141,K,UUU,"[7306, 2032, 8732, 4939, 9426, 9781, 2012]",5839.35,48
52,572,K,AAA,"[2708, 4607]",1.66,24
53,767,Q,III,"[5383, 7959, 8551, 2821, 3459, 3350, 9975]",99.72,6
54,780,G,III,"[8327, 8620, 7248, 8169]",68.57,48
55,457,B,YYY,"[1835, 7339, 8231, 8452, 2664, 5464, 9247]",5.75,24
56,744,F,ZZZ,"[7673, 4849, 3493, 9388]",61.55,17
57,135,J,OOO,"[2805, 2176, 7103, 2116]",282.92,33
58,575,G,PPP,"[7400, 8370, 6307, 2670, 3591, 7774, 7498]",13.74,45
59,962,U,UUU,"[3069, 2729, 1226, 8366, 2481, 8958, 5143, 6161, 5256]",8558.34,28
60,609,A,AAA,[7878],2.33,49
61,365,I,OOO,"[6349, 7774, 8096, 7581, 3730, 2930, 8124, 3853, 1464, 9867]",204.67,15
62,929,M,WWW,"[3031, 5812, 3118, 5241, 4408, 8050]",5541.45,26
63,369,N,KKK,"[4876, 2930, 5650, 2454]",892.99,41
64,981,B,TTT,"[7158, 1993, 2252, 3259, 1653]",7.19,42
65,169,R,OOO,"[6100, 7377, 6349, 4047, 3855, 2647]",52.41,32
66,582,R,TTT,"[7451, 4518]",7.73,18
67,113,Z,HHH,"[4412, 9926, 5253, 9565, 1835, 3221, 7975, 1258, 4421, 1274]",4921.76,37
68,114,H,PPP,"[9174, 7402, 5879, 6731]",5705.18,28
69,335,B,LLL,"[3309, 4412]",7.83,39
70,415,W,EEE,"[1810, 3994, 7839]",212.3,34
71,171,J,CCC,"[3261, 2091, 2821, 5653, 5299]",62.73,45
72,430,M,ZZZ,"[5381, 4649, 8084, 4650, 9778, 1407, 4876, 6052]",6216.4,48
73,475,J,VVV,"[2683, 2822, 3276]",9155.62,44
74,975,D,BBB,"[9115, 2033, 1915]",87.14,36
75,242,L,OOO,"[5294, 9224, 2266, 5688, 7068, 9781, 6100, 6062]",9051.53,28
76,679,O,JJJ,"[4501, 1832, 2855, 4175, 5812, 2722, 6277, 3525]",2029.17,42
77,628,T,QQQ,"[9872, 7248, 1938, 2937]",95.24,35
78,576,K,UUU,"[5241, 7634, 2304, 5970, 4371, 1245]",103.33,25
79,484,R,WWW,"[2199, 2252, 2865, 7033, 2891, 3219, 1784, 4697]",9.16,11
80,145,X,EEE,"[3760, 4640]",568.27,35
81,326,F,NNN,"[5688, 3243, 9376, 4132, 5623, 5647, 7196, 1012, 7498, 4496]",1005.56,9
82,774,M,GGG,"[8359, 4876, 1274, 4300, 4963, 5977, 3609, 5355, 2468]",373.4,9
83,883,O,KKK,"[6443, 9957, 9557, 5492, 8450, 5515, 8218, 9741, 9941]",70.7,5
84,300,E,BBB,"[5084, 4411, 5355, 3227, 8488, 5842]",563.2,44
85,640,H,VVV,"[8699, 1728, 1623, 7727, 5315, 7400, 6184, 5071, 4797, 3075]",8.4,34
86,495,V,AAA,"[9901, 8389, 5383]",989.14,11
87,672,O,SSS,"[9023, 2441, 2294, 3094, 4412, 7043, 3756, 4325]",10.26,44
88,436,A,WWW,"[7848, 3138, 1992, 5143, 8534, 5116]",90.29,7
89,664,C,PPP,"[7651, 7498, 2970, 3221]",673.23,28
90,295,I,DDD,"[2630, 7808, 6804, 4895]",4.51,34
91,461,N,NNN,"[9981, 2194, 1735, 9867]",48.24,14
92,453,R,MMM,"[7567, 2728, 9304, 2816, 7418, 7011, 6722, 2026, 6299, 5854]",640.99,14
93,831,G,OOO,"[5504, 3865, 7483, 4408, 4649, 2666, 7339, 8255, 8511]",616.92,19
94,280,W,TTT,"[5966, 4785, 2936, 8183, 9084, 6482, 4622, 8858, 9233]",900.76,30
95,253,B,TTT,"[8786, 5456]",51.88,22
96,160,X,RRR,"[7425, 4234, 4785, 9168, 7940, 7618, 6307, 9387]",7278.12,48
97,837,V,AAA,[6406],8.12,13
98,327,N,CCC,"[4728, 5330, 8479, 7024, 5326, 9054, 4797, 4517, 1969, 2252]",9354.64,18
99,578,N,SSS,"[5343, 9772, 1274, 1653, 2176, 8771, 2815, 2140, 4773, 3257]",4259.94,19
100,861,Z,BBB,"[9423, 6016, 4293, 7660, 6406, 7210, 6869, 2321, 2199]",69.45,10
101,147,R,SSS,"[7334, 6034, 6764, 9610]",70.77,33
102,235,H,SSS,"[5819, 8452, 1249, 9996, 9772, 5608, 4293, 3452, 6731, 9563]",69.32,48
103,492,D,OOO,"[3613, 6492]",9920.13,18
104,845,A,VVV,"[2877, 7486, 3276, 4319]",6.58,12
105,635,J,KKK,"[1279, 5472]",8.63,28
106,603,R,QQQ,"[5569, 8950, 5340, 4041, 3591, 6722, 2722]",3.38,29
107,408,F,QQQ,"[8412, 9471, 5025, 7068, 4065, 3773, 9023, 7950]",21.79,47
108,206,H,XXX,"[3613, 6362, 3044]",6199.45,40
109,840,W,AAA,"[9888, 8511, 5013]",8.86,11
110,219,V,SSS,"[1080, 1882, 4415, 8907, 7070, 2299, 3652, 9717, 2238]",1.93,45
111,535,R,BBB,"[7751, 5985, 8984]",78.91,27
112,553,D,HHH,"[2935, 9184, 8717, 6062, 8786, 8117, 7461, 9752, 9388, 5509]",1.57,42
113,245,D,HHH,"[8732, 8601, 6544, 7408]",9.99,48
114,798,H,DDD,"[1285, 7808]",766.76,26
115,980,I,AAA,"[3118, 9357, 4065, 4823, 4927, 5286, 2061, 5932, 4044]",7950.73,8
116,133,U,JJJ,"[5886, 3766, 5253, 9215, 5383, 5742, 2764, 4728, 4657]",87.44,16
117,858,X,QQQ,"[7064, 1017, 6292, 7727, 9115, 7926, 9941, 6198, 5919]",674.24,39
118,246,X,RRR,[1565],4.76,50
119,775,P,WWW,"[2266, 7898]",26.22,7
120,422,M,OOO,"[2252, 5597, 9424, 5777, 4622, 1285, 2891, 9133, 4593]",684.97,7
121,922,D,KKK,"[5608, 9942, 9084, 8626, 5025, 7848, 7158, 4286, 5647, 2033]",2.22,42
122,710,B,EEE,"[6607, 9777, 1017, 2644, 6298, 3553, 8935]",6477.76,18
123,752,K,QQQ,"[9060, 8255, 6085, 9174, 8344, 8327, 7347, 5736, 1888]",9396.37,6
124,761,I,HHH,"[1780, 2991, 6052, 4786, 9408, 7011, 7094]",1175.72,5
125,366,I,OOO,"[8412, 9603, 9084, 2886]",63.51,27
126,941,Q,DDD,[8853],3.99,15
127,399,X,EEE,"[8055, 6161, 4406, 6110, 3871, 5472, 4649, 6895, 9769]",994.1,7
128,163,N,WWW,"[5326, 9369, 9867, 3688, 6857, 4657, 6164, 6694]",4.13,13
129,749,Q,PPP,"[2644, 3896]",7495.77,21
130,669,K,WWW,"[5616, 4182]",31.87,33
131,328,G,NNN,[2324],8.46,38
132,595,X,DDD,"[2970, 7093, 4218, 1704, 4876]",2135.4,39
133,830,Q,III,[1603],8750.62,39
134,139,Y,AAA,"[7210, 2396, 5668, 7971, 7888, 9953]",864.91,31
135,923,R,TTT,"[7377, 7898, 9091, 3094, 1429]",4501.82,15
136,965,X,WWW,"[3238, 4431]",1725.41,38
137,516,U,XXX,"[2797, 9753, 3377, 9454, 8635]",1.97,28
138,800,K,FFF,"[4262, 2301, 7146, 6898, 3413, 3176, 7721, 4817]",4610.93,48
139,963,Q,DDD,"[2843, 1417, 1012, 9300, 9011, 6206, 4496, 2816, 6317]",573.35,39
140,882,J,LLL,"[5297, 9970, 9582, 3181, 6161, 4420, 2141, 7070, 3221, 3994]",30.79,43
141,848,B,FFF,[9065],9736.26,18
142,931,G,WWW,"[6544, 6840, 1810, 3002]",16.19,14
143,718,O,GGG,"[7461, 7483, 1825, 1623]",6.59,18
144,502,B,EEE,"[4649, 1938, 9011]",3.74,38
145,675,V,TTT,"[8094, 5170]",86.54,9
146,281,R,JJJ,"[4127, 3181, 1614, 4428, 8614, 3990, 2151, 8124]",4560.38,26
147,309,I,VVV,"[8614, 7685, 6557, 2108, 9975, 6482, 8399, 8488]",767.99,6
148,696,F,NNN,"[5424, 8786, 4652, 7845, 2002, 9235, 1279, 2091, 2526]",33.52,21
149,510,H,WWW,"[8035, 3176]",8285.52,20
150,534,A,XXX,"[7992, 9975, 9510, 2936, 6045, 5515]",464.88,30
151,370,G,RRR,"[6219, 9830, 9888, 7326, 9033, 9408, 3427, 2805, 5084]",790.35,45
152,956,A,AAA,"[7103, 1174, 1469, 9867, 4041, 4501, 6670, 8527, 5084]",3.81,43
153,258,F,III,"[7408, 9349, 5241, 4701, 5299, 2666, 7068, 4786, 7060]",4.5,42
154,817,A,RRR,"[7843, 7709, 7064, 8490, 5690, 3075]",1749.68,22
155,623,M,SSS,"[7548, 2301, 9167]",78.9,32
156,740,B,RRR,"[3600, 4698, 3630, 1429]",4896.21,43
157,349,L,III,"[9506, 3310, 3074, 5616, 7058, 7237, 4247, 3640]",5.87,44
158,520,A,LLL,"[5181, 1171, 9043, 7808, 7347]",106.84,14
159,284,K,OOO,"[3893, 1538, 1756, 5919, 7230]",3.17,43
160,949,O,ZZZ,"[9091, 2441, 1285, 7093, 7664, 7618, 9772]",6.85,5
161,477,U,PPP,"[4095, 5253, 9741]",2.48,35
162,607,X,OOO,"[2553, 2091]",49.39,6
163,273,S,III,[7306],541.47,36
164,769,L,JJJ,"[7418, 5359, 9888, 5383, 9611, 9241, 7548, 4823, 7400, 7024]",8.9,36
165,802,Z,FFF,"[4132, 8344]",1801.46,13
166,953,U,KKK,"[4517, 2468, 5025, 9473, 2012, 3773, 7965, 2116, 3661]",6752.54,38
167,926,L,CCC,"[4045, 8848, 3108, 6881, 4834, 3105, 7622, 6915]",2173.89,32
168,660,R,WWW,"[6881, 2910, 7248, 8593, 7618]",694.31,21
169,701,D,AAA,"[6161, 6979, 8490, 1141, 8714]",9.77,38
170,779,W,YYY,"[6764, 7843, 9970, 6557, 6277]",497.72,42
171,325,V,DDD,"[2424, 9033, 4649, 1127, 9996, 3118, 5904]",452.39,40
172,770,U,MMM,"[4197, 8848, 3456, 4166, 3401, 6280, 7145]",7136.36,47
173,270,H,XXX,[9901],78.5,35
174,843,K,ZZZ,"[4197, 1334, 7895, 5330, 2969, 2238, 4728, 6307]",8.92,16
175,425,F,UUU,"[5169, 1274]",23.15,15
176,759,N,LLL,"[3539, 3871, 6420, 9738, 5886, 7339, 8732, 7016, 1443]",4938.64,9
177,288,O,NNN,"[5966, 7763, 4496, 7611, 8958, 2382, 6016, 4397, 7347]",757.29,38
178,982,S,XXX,"[8349, 7864, 1565, 6063, 2424, 9388, 4823]",599.44,22
179,601,X,GGG,"[6626, 6770, 7237, 6443, 7339, 3108, 6507, 9603, 2324]",899.39,28
180,342,V,GGG,"[7780, 8117, 3638, 9565, 1205, 3573]",275.15,8
181,853,Y,HHH,"[2061, 2077, 5418, 5688, 4965, 4249, 9471, 8359, 8484]",742.5,28
182,177,T,ZZZ,"[5887, 6096, 5820, 7377, 2454, 4517]",3.36,28
183,115,R,OOO,"[6764, 3248]",751.23,12
184,136,C,JJJ,"[7038, 3773, 4703, 4405, 9613, 5204, 9911, 5456, 8921]",49.77,11
185,912,X,CCC,"[3766, 8892, 1169, 3853, 5456, 9388, 8332, 1429]",7.34,11
186,346,G,QQQ,"[2607, 3069, 6299, 8400, 7673]",3.38,48
187,851,H,NNN,"[6164, 7404, 6660, 4095, 2691, 6544, 1205]",4919.8,47
188,257,R,III,"[3688, 9023, 1187, 3176, 6087, 9867, 9233, 4397, 6349, 5974]",532.83,10
189,306,J,CCC,"[8921, 9272, 6601, 2198, 7486]",273.76,23
190,795,N,HHH,"[8490, 1728, 5464, 8563, 5053, 9613]",991.51,33
191,297,J,RRR,"[1935, 3031, 2664, 4197, 6299, 3630, 5326, 4142]",64.31,26
192,356,T,SSS,"[3539, 3043, 8848, 3730, 5204, 6173, 2244]",32.24,45
193,271,N,VVV,[4400],8242.19,21
194,240,S,RRR,"[4744, 2865, 4204]",24.87,42
195,488,G,AAA,"[3856, 4816, 3609, 6790, 1034, 8327, 2822, 3276, 2345, 2607]",2.1,36
196,180,N,YYY,"[3046, 4167, 6507]",7807.82,16
197,117,N,ZZZ,"[6520, 3972, 9357, 4300, 1846]",1794.14,42
198,756,W,YYY,"[6420, 8858, 1623, 8635, 1174]",8883.41,10
199,558,J,YYY,"[2481, 3267, 9444, 4650]",46.56,32
200,916,Y,WWW,"[9611, 9387, 8020, 3873]",936.43,6
201,621,A,HHH,"[9077, 3841, 7525, 5395, 5004, 7611, 8231]",1.5,17
202,186,H,CCC,"[7465, 6670, 1205, 3365, 3069, 8978, 4186]",6.31,25
203,587,D,FFF,"[8765, 2061, 2751]",62.52,28
204,826,V,VVV,"[8614, 6326, 9867, 7094, 9033, 9054, 1442, 3094, 2108, 3600]",193.37,8
205,685,S,CCC,"[6833, 6626, 6277, 8216, 9247, 2329, 5690]",98.97,37
206,116,U,KKK,"[9733, 1312]",69.78,33
207,762,I,XXX,"[4849, 7185, 4319, 9042, 8635]",9549.33,40
208,688,C,JJJ,"[4657, 5812, 6434]",68.75,18
209,863,W,TTT,"[3094, 9717, 1526, 5886, 6110, 1272, 2798]",713.21,21
210,666,S,OOO,"[3514, 9030, 3401, 4213, 7465, 1846]",2941.72,41
211,917,B,UUU,"[7888, 7564, 6200, 7953, 8758, 5661, 5510]",7367.6,35
212,286,S,PPP,"[2975, 2805, 2666, 1266]",17.41,50
213,201,G,VVV,"[1429, 4328]",85.65,47
214,363,C,AAA,"[4730, 7451, 2894, 2183, 9721, 1784]",5333.53,13
215,760,J,NNN,"[6895, 2729, 1945, 8187, 2728, 6541, 4695, 6420, 7451, 4325]",64.49,29
216,901,K,TTT,"[7727, 4254]",25.22,30
217,792,U,DDD,"[2937, 1756, 6894, 6634]",5.87,43
218,857,K,AAA,"[9233, 7884, 2161, 2714, 3264, 2894, 8978, 4428, 9033, 4328]",6.96,9
219,716,B,WWW,"[4499, 8035, 1754]",304.79,47
220,886,P,OOO,"[5820, 1837, 9451, 9399]",868.96,15
221,391,N,YYY,"[7068, 7295, 3176, 7489, 6434]",717.39,8
222,803,P,JJJ,"[3427, 3525, 5569, 1266, 8327, 1045, 4319]",179.55,13
223,223,N,OOO,"[4956, 9304]",80.19,36
224,604,J,CCC,"[1443, 4607, 9596]",199.61,22
225,222,E,ZZZ,"[5842, 7282, 8365, 8354]",911.18,14
226,990,E,UUU,"[7483, 1443, 7248]",7040.86,29
227,907,H,AAA,"[7286, 5974, 5241, 9603, 8175, 7400, 5521]",2.89,47
228,170,S,PPP,[7352],44.17,48
229,838,I,YYY,"[1064, 6200, 1668, 9970, 2797, 1835, 3871]",3.61,39
230,149,P,SSS,"[2448, 6485, 6858, 2629, 4773, 9825, 9610, 3893, 7196]",2129.22,35
231,268,Y,ZZZ,"[3832, 9777, 2198, 3075, 4213]",82.19,27
232,641,H,FFF,"[9272, 7548, 9949, 9733, 4515, 2140, 8748, 4123]",8884.77,17
233,380,U,UUU,"[4262, 7117, 7618, 7685, 2805, 6869, 7634]",68.62,38
234,343,M,XXX,"[1245, 1817, 8488, 8950, 9509]",6.11,47
235,445,Z,YYY,"[3841, 4390, 6161, 7959, 1632, 5297, 2116, 9762]",4890.8,20
236,437,A,GGG,"[9926, 2414, 8812]",3176.56,11
237,472,B,WWW,"[3158, 6266]",3.79,39
238,551,C,MMM,"[2345, 8490, 8349, 9949, 7950]",34.57,18
239,164,N,III,[6229],8.2,30
240,854,L,WWW,"[5616, 1127, 7888, 4415, 2797]",5.18,21
241,878,D,CCC,"[1510, 3640, 4910, 1576, 7329]",15.54,31
242,298,F,QQQ,"[8169, 2843, 7722]",702.3,9
243,977,Q,AAA,"[3225, 1993]",218.19,32
244,729,D,PPP,"[3401, 6362, 1482, 7618, 1469, 7377, 4099, 6317, 5922, 4213]",8.87,36
245,165,V,QQQ,"[9565, 9596, 1565, 2140, 2877]",9.63,47
246,755,F,III,"[4254, 4427, 3535, 3108, 2737, 5456, 3452, 9563, 2855, 4374]",7796.58,15
247,420,P,PPP,"[2280, 7093, 3573, 1754, 3468]",7320.42,8
248,836,X,NNN,"[3609, 4650, 2683, 7329, 9926, 8084, 6641]",838.97,13
249,964,N,GGG,"[1328, 4956, 5569, 3692, 2299, 4041, 6869, 2108, 7727]",5341.9,12
250,543,R,GGG,"[5672, 5854]",68.19,33
251,234,R,QQQ,"[9030, 1258, 9975, 9454, 9625, 5596, 3613, 3673, 5616, 9167]",263.28,37
252,777,R,HHH,"[9781, 6482, 7339, 1169, 4197, 5303]",3.38,12
253,776,K,LLL,"[1442, 9752, 2843, 9582, 4445]",68.21,39
254,211,U,FFF,"[7888, 9733, 8488, 4571, 4499, 6722, 7158, 3406, 2632, 2231]",2.7,42
255,239,I,RRR,"[5418, 5030, 7845]",17.55,26
256,191,B,QQQ,[8978],9.68,9
257,400,G,NNN,[1187],6.79,29
258,820,K,PPP,"[4142, 2729, 8563, 7425, 4640]",18.18,45
259,383,F,RRR,"[6085, 6898, 9625, 3267, 6675, 1526, 1127, 4716, 9733, 5256]",2.31,11
260,951,I,NNN,"[4634, 7663, 9949, 6731, 1756]",994.94,36
261,971,U,TTT,"[6694, 4593, 3613, 8563, 8935, 6206, 9996, 9111, 7400]",478.31,25
262,726,U,AAA,[4208],49.56,15
263,352,Q,YYY,"[9759, 1935, 4431, 6898, 4254]",77.8,36
264,705,J,SSS,"[5236, 8096, 5383, 5299, 5672, 8812, 3412, 2728]",49.69,48
265,579,J,TTT,"[5418, 4210, 9610, 1226, 6641, 6198, 2066, 4733, 4406, 7808]",8722.86,16
266,417,C,DDD,"[3267, 7839]",448.41,11
267,152,A,XXX,"[4218, 7329]",5.71,9
268,184,L,EEE,"[6016, 9717, 7864, 1653, 6317, 9038, 1780, 5922, 8359]",86.73,7
269,677,A,DDD,"[8064, 2910, 7212, 2329, 6406, 6110]",9045.91,33
270,176,M,PPP,"[7334, 9451, 7466, 6770, 1992]",531.2,29
271,354,J,TTT,"[4876, 4963]",8819.33,17
272,142,F,SSS,"[6548, 1969, 7982, 1632, 3759, 7898, 9970]",5346.63,32
273,986,A,YYY,[2231],7.26,36
274,972,K,AAA,"[6635, 9996, 8907, 2238, 5325]",1972.37,28
275,103,X,UUU,"[4142, 8094, 9313, 2865, 9334, 3377]",567.48,35
276,547,W,OOO,[9349],72.8,7
277,231,Q,BBB,"[7282, 2506, 9722, 6853, 4604, 3652, 6349, 7950]",9.85,42
278,778,F,HHH,"[7940, 2524, 7237, 9235, 4247, 2728]",212.53,48
279,118,D,EEE,"[9772, 3692, 9970, 9615, 6641, 4693]",80.26,10
280,329,G,OOO,"[4397, 5777, 7474, 7038, 4229, 4537, 1603, 7878]",774.91,33
281,924,Y,XXX,"[5464, 6869, 4065]",9.86,13
282,225,Z,VVV,"[7094, 7848, 3387, 9825, 4895]",80.98,12
283,372,W,WWW,[8055],428.93,34
284,522,Y,ZZZ,"[2935, 9830, 6184]",69.24,20
285,212,I,GGG,"[4099, 7334, 6142]",11.37,21
286,254,O,RRR,"[2728, 1279, 3972, 1482, 5842]",4.16,44
287,799,J,CCC,[7651],878.16,16
288,166,Q,GGG,"[7347, 1464, 2324, 4421, 4693, 8978]",3928.27,48
289,486,Z,BBB,"[5492, 2183, 4716, 5256, 7992, 1623, 9988]",8.5,15
290,301,P,SSS,[3377],8067.95,41
291,241,E,LLL,"[3826, 8146, 6591, 9387, 5053, 6881, 8349, 1505, 6660]",9457.54,24
292,555,R,UUU,"[3832, 1417, 7486, 8344, 2798, 1564]",10.49,5
293,487,K,WWW,[4607],765.92,12
294,100,J,RRR,[4876],5.51,23
295,319,Q,AAA,"[9224, 3044]",15.51,11
296,741,I,FFF,"[8862, 3539, 3873, 3896, 2252, 2077, 6641, 4421, 6607, 4866]",4532.92,19
297,305,K,MMM,[4698],70.93,23
298,588,I,YYY,[9313],8263.78,19
299,945,O,AAA,"[3990, 4087, 9825, 4027, 5071]",3837.72,16
300,379,W,OOO,"[7196, 1716, 1754, 2091, 4697, 2294, 8175, 4237]",223.68,21
301,757,A,RRR,[4286],120.96,17
302,573,T,ZZZ,"[4182, 6960, 8962, 5472, 5653, 6206, 5236]",424.65,46
303,511,Y,TTT,"[6722, 2356, 1754, 3427, 4792, 6173, 4817]",673.5,32
304,737,B,KKK,"[1370, 6124, 2116, 9023, 9247, 4782]",335.49,23
305,536,Y,YYY,"[4218, 1784, 8154, 2729, 7334, 9292]",6.88,12
306,416,F,LLL,"[6541, 8484, 6205, 1817]",299.45,11
307,517,A,KKK,"[8399, 4622, 7780, 7209, 6096]",8.69,50
308,196,N,TTT,"[7461, 3661, 5013]",9.47,49
309,624,K,EEE,"[5498, 4415, 8949, 9610, 1125, 9729]",94.21,29
310,140,E,VVV,"[2881, 9753, 6034, 7840, 8344, 4411, 4249, 5754, 2091, 6100]",43.98,46
311,285,A,VVV,"[7794, 3638, 9115, 4390, 3853, 2894, 2670, 7466, 7982, 4927]",618.63,32
312,650,E,EEE,"[2033, 6326, 2644, 2155, 5395, 2231]",4554.82,12
313,564,N,UUU,"[5498, 6586, 3206, 2619, 7026, 4027, 2891, 3456, 8117, 3855]",4.51,33
314,717,H,NNN,"[1123, 8183, 7016, 7352, 4657, 8359, 3452, 3412, 4232, 1034]",8975.13,32
315,250,P,XXX,"[2822, 1245, 6660]",8.35,40
316,259,N,XXX,"[8389, 1949, 4234, 4280, 9241, 6544, 8399]",4619.58,5
317,867,G,DDD,"[1427, 3766, 2152, 4657, 8558]",5582.43,15
318,984,G,KKK,"[2630, 5294, 7940, 1992, 1123, 3735, 5540]",256.94,46
319,217,M,ZZZ,"[3825, 6881]",440.67,18
320,617,E,HHH,"[7878, 4095]",9.47,31
321,274,Z,DDD,"[6770, 6958]",3.17,26
322,743,O,OOO,"[4695, 9996, 9888, 6363]",54.85,24
323,571,K,ZZZ,"[6485, 1125, 2816]",1.96,38
324,698,S,PPP,"[5169, 4249]",64.55,45
325,185,P,EEE,"[9830, 5286, 2991, 7309]",136.91,38
326,182,R,KKK,"[4065, 2066, 8114, 1817]",1188.74,33
327,381,G,LLL,[7038],6.18,25
328,137,R,MMM,"[7567, 4571, 5170, 4604]",306.72,48
329,807,K,QQQ,"[1169, 1969, 8399, 1064, 7780, 9515]",4443.93,22
330,339,K,DDD,"[8050, 1342, 8836, 9215]",57.28,39
331,707,I,VVV,"[3046, 3856, 5456, 6675, 8117]",4.62,6
332,143,K,GGG,"[7839, 5163, 4895, 9988, 4728, 1141, 3630, 8862, 4785]",9.58,15
333,256,F,WWW,"[1141, 3401]",1768.47,19
334,421,Y,NNN,"[6100, 8620, 2891, 8950, 2878, 6928]",8939.89,22
335,146,A,OOO,[1427],6.28,34
336,384,V,WWW,"[3553, 6541, 2930, 8732, 9272, 5127]",6.63,48
337,991,V,NNN,"[5236, 7567, 9233, 7685, 9582, 3176]",8.91,46
338,308,F,UUU,"[2091, 6915, 4045, 1810, 9942, 8299]",37.18,50
339,456,S,XXX,"[7103, 5326, 3865, 2231, 3106, 3882, 4537, 1249, 9304, 4501]",8.38,41
340,414,X,GGG,"[4571, 7780, 6142]",6867.28,47
341,151,R,ZZZ,"[9235, 2266, 2708, 4247, 4027, 4823, 9515, 3350, 7210]",496.58,27
342,772,M,MMM,"[9596, 9444, 4357, 6161, 3882, 5127, 9167, 8456]",8820.19,30
343,299,Z,GGG,"[5919, 7160, 6889, 5820, 9451, 7845, 9224, 8484, 2666]",77.32,47
344,673,I,YYY,"[3456, 3261, 4963]",972.14,42
345,747,O,CCC,"[2294, 9759, 6390, 4045, 7611, 2855, 4939, 7525, 3609]",5.52,12
346,322,G,VVV,"[9733, 4792, 4400, 1575, 9941, 6833, 5381]",9.34,37
