,index,sourceNodeName,targetNodeName,totalCost,isDirect,costs,nodeNames
11,68,Supplier 48580,Supplier 10731,355.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 6798', 'Supplier 10731']"
12,69,Supplier 48580,Supplier 43160,355.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Internaltransactions 3081', 'Supplier 43160']"
13,70,Supplier 48580,Supplier 79389,355.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 1832', 'Supplier 79389']"
14,71,Supplier 48580,Supplier 19878,355.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 3277', 'Supplier 19878']"
15,72,Supplier 48580,Supplier 11790,355.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Internaltransactions 8970', 'Supplier 11790']"
16,73,Supplier 48580,Supplier 96293,355.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 6524', 'Supplier 96293']"
17,74,Supplier 48580,Supplier 71574,355.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10120', 'Supplier 71574']"
18,75,Supplier 48580,Supplier 65468,355.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10187', 'Supplier 65468']"
19,76,Supplier 48580,Supplier 16265,355.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10247', 'Supplier 16265']"
20,77,Supplier 48580,Supplier 52082,355.0,False,"[0.0, 100.0, 170.0, 270.0, 355.0]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10317', 'Supplier 52082']"
21,80,Supplier 48580,Retailer 11854,370.0,False,"[0.0, 100.0, 170.0, 270.0, 370.0]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Srintship 4524', 'Retailer 11854']"
22,84,Supplier 48580,Supplier 40597,370.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10277', 'Supplier 40597']"
23,85,Supplier 48580,Supplier 55441,370.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10339', 'Supplier 55441']"
24,86,Supplier 48580,Supplier 81423,370.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423']"
25,87,Supplier 48580,Supplier 24451,370.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Ssintship 10408', 'Supplier 24451']"
26,88,Supplier 48580,Customer 76264,370.0,False,"[0.0, 100.0, 170.0, 270.0, 370.0]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Externaltransactions 6322', 'Customer 76264']"
27,100,Supplier 48580,Supplier 68814,375.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 380.0, 375.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10120', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814']"
28,115,Supplier 48580,Customer 15908,385.0,False,"[0.0, 100.0, 185.0, 285.0, 385.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Externaltransactions 6696', 'Customer 15908']"
29,118,Supplier 48580,Customer 80996,385.0,False,"[0.0, 100.0, 185.0, 285.0, 385.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Externaltransactions 8014', 'Customer 80996']"
30,120,Supplier 48580,Customer 91846,385.0,False,"[0.0, 100.0, 185.0, 285.0, 385.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Externaltransactions 6214', 'Customer 91846']"
31,158,Supplier 48580,Supplier 27057,413.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 389.0, 413.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 3277', 'Supplier 19878', 'Ssintship 10422', 'Supplier 27057']"
32,268,Supplier 48580,Supplier 35841,466.5,False,"[0.0, 100.0, 170.0, 240.75, 296.5, 396.5, 466.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10364', 'Supplier 87695', 'Internaltransactions 4327', 'Supplier 35841']"
33,269,Supplier 48580,Supplier 46894,466.5,False,"[0.0, 100.0, 170.0, 240.75, 296.5, 396.5, 466.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10364', 'Supplier 87695', 'Ssintship 10397', 'Supplier 46894']"
34,315,Supplier 48580,Supplier 14125,471.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 420.5, 471.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 3277', 'Supplier 19878', 'Ssintship 10156', 'Supplier 14125']"
35,324,Supplier 48580,Supplier 54148,481.5,False,"[0.0, 100.0, 170.0, 240.75, 296.5, 396.5, 481.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10364', 'Supplier 87695', 'Ssintship 10152', 'Supplier 54148']"
36,325,Supplier 48580,Supplier 82144,481.5,False,"[0.0, 100.0, 170.0, 240.75, 296.5, 396.5, 481.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10364', 'Supplier 87695', 'Ssintship 10040', 'Supplier 82144']"
37,329,Supplier 48580,Supplier 76443,493.5,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 439.25, 493.5]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Ssintship 10408', 'Supplier 24451', 'Ssintship 10072', 'Supplier 76443']"
38,330,Supplier 48580,Retailer 31857,494.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 380.0, 375.0, 434.5, 494.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10120', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Srintship 3521', 'Retailer 31857']"
39,334,Supplier 48580,Retailer 74653,496.5,False,"[0.0, 100.0, 170.0, 240.75, 296.5, 396.5, 496.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10364', 'Supplier 87695', 'Srintship 3070', 'Retailer 74653']"
40,339,Supplier 48580,Customer 11082,496.5,False,"[0.0, 100.0, 170.0, 240.75, 296.5, 396.5, 496.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10364', 'Supplier 87695', 'Externaltransactions 9232', 'Customer 11082']"
41,349,Supplier 48580,Customer 32819,496.5,False,"[0.0, 100.0, 170.0, 240.75, 296.5, 396.5, 496.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10364', 'Supplier 87695', 'Externaltransactions 8719', 'Customer 32819']"
42,352,Supplier 48580,Retailer 26336,498.5,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 426.75, 498.5]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 6798', 'Supplier 10731', 'Srintship 8522', 'Retailer 26336']"
43,355,Supplier 48580,Supplier 21166,503.5,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 436.75, 503.5]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 6524', 'Supplier 96293', 'Ssintship 9997', 'Supplier 21166']"
44,356,Supplier 48580,Supplier 77743,504.5,False,"[0.0, 100.0, 170.0, 267.25, 334.5, 434.5, 504.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10349', 'Supplier 72315', 'Ssintship 4496', 'Supplier 77743']"
45,357,Supplier 48580,Supplier 10161,504.5,False,"[0.0, 100.0, 170.0, 267.25, 334.5, 434.5, 504.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10349', 'Supplier 72315', 'Ssintship 10094', 'Supplier 10161']"
46,358,Supplier 48580,Customer 11346,507.5,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 438.75, 507.5]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Ssintship 10408', 'Supplier 24451', 'Scextship 9590', 'Customer 11346']"
47,368,Supplier 48580,Supplier 26533,519.5,False,"[0.0, 100.0, 170.0, 267.25, 334.5, 434.5, 519.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10349', 'Supplier 72315', 'Ssintship 10170', 'Supplier 26533']"
48,370,Supplier 48580,Supplier 11283,521.5,False,"[0.0, 100.0, 185.0, 280.75, 351.5, 451.5, 521.5]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Ssintship 10049', 'Supplier 11283']"
49,371,Supplier 48580,Supplier 90942,521.5,False,"[0.0, 100.0, 185.0, 280.75, 351.5, 451.5, 521.5]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Ssintship 10218', 'Supplier 90942']"
50,372,Supplier 48580,Supplier 15367,521.5,False,"[0.0, 100.0, 185.0, 280.75, 351.5, 451.5, 521.5]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Ssintship 10467', 'Supplier 15367']"
51,374,Supplier 48580,Supplier 21232,522.5,False,"[0.0, 100.0, 185.0, 283.75, 352.5, 452.5, 522.5]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Ssintship 10173', 'Supplier 13951', 'Ssintship 10350', 'Supplier 21232']"
52,375,Supplier 48580,Retailer 56575,522.5,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 438.75, 522.5]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 6524', 'Supplier 96293', 'Srintship 6466', 'Retailer 56575']"
53,377,Supplier 48580,Supplier 87916,525.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 525.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10120', 'Supplier 71574', 'Ssintship 10222', 'Supplier 87916']"
54,378,Supplier 48580,Supplier 46204,525.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 525.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10282', 'Supplier 11186', 'Ssintship 10291', 'Supplier 46204']"
55,379,Supplier 48580,Supplier 13920,525.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 525.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10120', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920']"
56,380,Supplier 48580,Supplier 61565,525.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 525.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10247', 'Supplier 16265', 'Ssintship 10329', 'Supplier 61565']"
57,386,Supplier 48580,Supplier 13362,530.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 530.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 6798', 'Supplier 10731', 'Internaltransactions 5651', 'Supplier 13362']"
58,391,Supplier 48580,Retailer 25889,534.5,False,"[0.0, 100.0, 170.0, 267.25, 334.5, 434.5, 534.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10349', 'Supplier 72315', 'Srintship 1851', 'Retailer 25889']"
59,394,Supplier 48580,Retailer 40164,534.5,False,"[0.0, 100.0, 170.0, 267.25, 334.5, 434.5, 534.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10349', 'Supplier 72315', 'Srintship 9766', 'Retailer 40164']"
60,399,Supplier 48580,Retailer 90349,534.5,False,"[0.0, 100.0, 170.0, 267.25, 334.5, 434.5, 534.5]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10349', 'Supplier 72315', 'Srintship 3089', 'Retailer 90349']"
61,401,Supplier 48580,Supplier 30692,535.0,False,"[0.0, 100.0, 185.0, 280.75, 351.5, 450.75, 535.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Ssintship 10111', 'Supplier 30692']"
62,402,Supplier 48580,Supplier 43284,536.5,False,"[0.0, 100.0, 185.0, 280.75, 351.5, 451.5, 536.5]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Ssintship 10164', 'Supplier 43284']"
63,404,Supplier 48580,Supplier 99762,537.5,False,"[0.0, 100.0, 185.0, 283.75, 352.5, 452.5, 537.5]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Ssintship 10173', 'Supplier 13951', 'Ssintship 10064', 'Supplier 99762']"
64,405,Supplier 48580,Supplier 70443,537.5,False,"[0.0, 100.0, 185.0, 283.75, 352.5, 452.5, 537.5]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Ssintship 10173', 'Supplier 13951', 'Internaltransactions 8228', 'Supplier 70443']"
65,407,Supplier 48580,Supplier 36243,538.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 454.0, 538.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 6524', 'Supplier 96293', 'Ssintship 10079', 'Supplier 36243']"
66,414,Supplier 48580,Supplier 57551,540.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 540.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423', 'Internaltransactions 8824', 'Supplier 57551']"
67,415,Supplier 48580,Supplier 48467,540.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 540.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10339', 'Supplier 55441', 'Ssintship 10307', 'Supplier 48467']"
68,416,Supplier 48580,Supplier 13283,540.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 540.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423', 'Ssintship 10269', 'Supplier 13283']"
69,417,Supplier 48580,Supplier 43691,540.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 540.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10120', 'Supplier 71574', 'Ssintship 7072', 'Supplier 43691']"
70,418,Supplier 48580,Supplier 29277,540.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 540.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 6524', 'Supplier 96293', 'Ssintship 10354', 'Supplier 29277']"
71,419,Supplier 48580,Supplier 55787,540.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 540.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 3277', 'Supplier 19878', 'Internaltransactions 5939', 'Supplier 55787']"
72,420,Supplier 48580,Supplier 30864,540.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 540.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10339', 'Supplier 55441', 'Ssintship 10463', 'Supplier 30864']"
73,421,Supplier 48580,Supplier 94512,540.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 540.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 3277', 'Supplier 19878', 'Ssintship 10179', 'Supplier 94512']"
74,422,Supplier 48580,Supplier 90236,541.5,False,"[0.0, 100.0, 185.0, 280.75, 351.5, 451.5, 541.5]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Ssintship 10286', 'Supplier 90236']"
75,425,Supplier 48580,Supplier 70468,542.5,False,"[0.0, 100.0, 185.0, 283.75, 352.5, 452.5, 542.5]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Ssintship 10173', 'Supplier 13951', 'Ssintship 10017', 'Supplier 70468']"
76,426,Supplier 48580,Supplier 46070,545.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 545.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Internaltransactions 8970', 'Supplier 11790', 'Ssintship 10474', 'Supplier 46070']"
77,427,Supplier 48580,Supplier 97142,545.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 380.0, 375.0, 475.0, 545.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10120', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 4906', 'Supplier 97142']"
78,428,Supplier 48580,Supplier 46942,545.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 545.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10247', 'Supplier 16265', 'Ssintship 8070', 'Supplier 46942']"
79,430,Supplier 48580,Supplier 48238,545.0,False,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 545.0]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10317', 'Supplier 52082', 'Internaltransactions 1609', 'Supplier 48238']"
80,438,Supplier 48580,Customer 84885,551.5,False,"[0.0, 100.0, 185.0, 280.75, 351.5, 451.5, 551.5]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Scextship 8778', 'Customer 84885']"
81,440,Supplier 48580,Customer 50653,551.5,False,"[0.0, 100.0, 185.0, 280.75, 351.5, 451.5, 551.5]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Externaltransactions 4662', 'Customer 50653']"
82,441,Supplier 48580,Customer 14574,551.5,False,"[0.0, 100.0, 185.0, 280.75, 351.5, 451.5, 551.5]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Scextship 5717', 'Customer 14574']"
83,450,Supplier 48580,Customer 78170,552.5,False,"[0.0, 100.0, 185.0, 283.75, 352.5, 452.5, 552.5]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Ssintship 10173', 'Supplier 13951', 'Externaltransactions 5334', 'Customer 78170']"
84,454,Supplier 48580,Retailer 34779,552.5,False,"[0.0, 100.0, 185.0, 283.75, 352.5, 452.5, 552.5]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Ssintship 10173', 'Supplier 13951', 'Srintship 2252', 'Retailer 34779']"
85,455,Supplier 48580,Customer 22043,552.5,False,"[0.0, 100.0, 185.0, 283.75, 352.5, 452.5, 552.5]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Ssintship 10173', 'Supplier 13951', 'Scextship 8588', 'Customer 22043']"
86,463,Supplier 48580,Supplier 92698,555.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 555.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10277', 'Supplier 40597', 'Internaltransactions 6661', 'Supplier 92698']"
87,477,Supplier 48580,Customer 24998,555.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10247', 'Supplier 16265', 'Scextship 8280', 'Customer 24998']"
88,482,Supplier 48580,Customer 18065,555.0,False,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10317', 'Supplier 52082', 'Scextship 3570', 'Customer 18065']"
89,484,Supplier 48580,Supplier 71819,555.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 555.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10339', 'Supplier 55441', 'Ssintship 9411', 'Supplier 71819']"
90,488,Supplier 48580,Customer 24255,555.0,False,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10317', 'Supplier 52082', 'Scextship 5333', 'Customer 24255']"
91,489,Supplier 48580,Customer 81331,555.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 3277', 'Supplier 19878', 'Externaltransactions 4235', 'Customer 81331']"
92,505,Supplier 48580,Customer 22228,555.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 6524', 'Supplier 96293', 'Externaltransactions 6793', 'Customer 22228']"
93,518,Supplier 48580,Retailer 75353,555.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10247', 'Supplier 16265', 'Srintship 3678', 'Retailer 75353']"
94,524,Supplier 48580,Customer 97225,555.0,False,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Ssintship 10317', 'Supplier 52082', 'Externaltransactions 8813', 'Customer 97225']"
95,527,Supplier 48580,Customer 90435,555.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 6798', 'Supplier 10731', 'Externaltransactions 7378', 'Customer 90435']"
96,528,Supplier 48580,Customer 16771,555.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 3277', 'Supplier 19878', 'Externaltransactions 9134', 'Customer 16771']"
97,529,Supplier 48580,Retailer 89362,555.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10282', 'Supplier 11186', 'Srintship 4438', 'Retailer 89362']"
98,530,Supplier 48580,Retailer 47196,555.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 6798', 'Supplier 10731', 'Srintship 4671', 'Retailer 47196']"
99,532,Supplier 48580,Retailer 64571,555.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 6798', 'Supplier 10731', 'Srintship 9313', 'Retailer 64571']"
100,535,Supplier 48580,Customer 38534,555.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Internaltransactions 3081', 'Supplier 43160', 'Externaltransactions 4680', 'Customer 38534']"
101,538,Supplier 48580,Customer 17040,555.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Internaltransactions 3277', 'Supplier 19878', 'Externaltransactions 1796', 'Customer 17040']"
102,541,Supplier 48580,Retailer 83982,555.0,False,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Internaltransactions 8970', 'Supplier 11790', 'Srintship 2887', 'Retailer 83982']"
103,582,Supplier 48580,Retailer 76987,570.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 570.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10277', 'Supplier 40597', 'Srintship 6209', 'Retailer 76987']"
104,583,Supplier 48580,Retailer 31412,570.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 570.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10277', 'Supplier 40597', 'Srintship 6843', 'Retailer 31412']"
105,588,Supplier 48580,Customer 56182,570.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 570.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Ssintship 10408', 'Supplier 24451', 'Externaltransactions 1822', 'Customer 56182']"
106,589,Supplier 48580,Customer 35953,570.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 570.0]","['Supplier 48580', 'Ssintship 10481', 'Supplier 18952', 'Ssintship 10408', 'Supplier 24451', 'Externaltransactions 7320', 'Customer 35953']"
107,594,Supplier 48580,Retailer 35367,570.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 570.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423', 'Srintship 3258', 'Retailer 35367']"
108,596,Supplier 48580,Retailer 93440,570.0,False,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 570.0]","['Supplier 48580', 'Ssintship 10000', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423', 'Srintship 3614', 'Retailer 93440']"
